#peak_xpix[arcmin] peak_ypix cluster_xpix cluster_ypix SN coresize[arcmin] M500c redshift nmatch
205.949707 160.437012 206.409835 160.667517 8.618540 0.750000 4.0967e+14 0.657461 1
291.452637 153.962402 291.500825 153.859679 4.641170 0.750000 2.08108e+14 0.651022 1
305.925293 586.428223 305.723333 585.765159 5.601397 0.750000 2.6318e+14 0.616100 1
315.446777 356.770020 315.417953 356.740009 7.990313 0.750000 2.57837e+14 0.979304 1
330.109863 193.952637 329.920503 194.199716 8.680134 0.750000 2.88053e+14 0.264186 1
381.525879 115.495605 381.650872 115.818304 6.931009 0.750000 3.13583e+14 0.994386 1
436.179199 229.562988 436.664293 229.847285 5.434596 0.750000 1.95385e+14 0.991107 1
497.497559 694.973145 497.486354 694.515899 6.040383 0.750000 2.33666e+14 0.462335 1
19.138184 410.471191 19.312020 410.360355 4.876180 1.000000 2.00495e+14 0.445582 1
39.323730 313.542480 39.464100 313.953118 4.982832 1.000000 1.70908e+14 1.201293 1
45.417480 448.176270 45.952140 447.981284 10.271435 1.000000 3.73841e+14 0.567447 1
118.161621 757.053223 118.737060 757.064102 7.995720 1.000000 3.4723e+14 0.774731 1
128.444824 318.874512 127.841223 318.757911 4.643918 1.000000 1.73665e+14 0.367605 1
365.529785 518.825684 365.479923 518.821685 10.157579 1.000000 4.25843e+14 0.554796 1
675.358887 496.354980 674.856777 496.995728 5.074815 1.000000 1.30492e+14 0.639289 1
744.294434 247.082520 743.890700 247.568101 5.184650 1.000000 2.12173e+14 0.876682 1
757.053223 658.220215 757.760639 658.691268 5.030647 1.000000 7.2012e+13 1.092696 1
770.002441 403.996582 769.955950 403.467461 6.295284 1.000000 2.18061e+14 0.933107 1
770.573730 294.880371 770.332671 295.121570 4.818486 1.000000 1.44621e+14 1.194228 1
310.876465 464.934082 311.099880 465.616300 34.127182 1.250000 8.58057e+14 0.273823 1
584.714355 212.614746 584.757407 212.649847 5.824615 1.250000 2.39694e+14 0.512175 1
682.404785 258.698730 682.496095 258.530989 5.740202 1.250000 1.84653e+14 0.285066 1
215.090332 265.554199 214.957087 266.078276 5.774439 1.500000 2.70979e+14 0.754854 1
496.354980 625.275879 496.327271 624.995302 9.134817 1.500000 3.5077e+14 0.396529 1
498.449707 594.426270 497.787434 593.927879 5.363662 1.500000 1.91331e+14 0.391046 1
622.038574 521.110840 621.852654 520.910507 6.190209 1.500000 2.29308e+14 0.835299 1
105.212402 69.221191 105.296099 69.227340 6.663017 1.750000 3.14947e+14 0.477414 1
295.832520 413.327637 296.272075 413.386728 5.745111 1.750000 3.2474e+14 0.551825 1
324.396973 50.939941 325.646110 51.517437 4.724825 1.750000 1.88029e+14 0.400710 1
481.882324 567.766113 481.178859 566.959391 5.681453 1.750000 1.79067e+14 0.391669 1
518.254395 428.942871 518.550221 428.934503 4.825358 1.750000 2.66798e+14 0.338114 1
30.944824 35.515137 30.993300 36.111659 9.219195 2.000000 4.55759e+14 0.296365 1
163.103027 236.608887 163.604219 236.651217 5.398889 2.000000 2.09343e+14 0.837105 1
333.728027 615.944824 333.245630 614.820982 4.767166 2.000000 1.12285e+14 0.421019 1
333.728027 615.944824 334.690985 616.926960 4.767166 2.000000 1.45148e+14 0.975577 2
136.823730 363.244629 136.359605 363.274848 6.774748 2.250000 2.27014e+14 0.203675 1
192.619629 6.188965 193.022700 6.427200 5.001685 2.250000 2.63077e+14 0.302456 1
673.073730 400.759277 672.841272 400.710182 4.573297 2.750000 1.84227e+14 0.485052 1
136.442871 502.067871 136.223884 499.802939 4.834266 3.000000 8.05848e+13 0.861127 1
349.724121 708.112793 350.528101 705.310324 4.649777 3.000000 8.75703e+13 0.929458 1
355.056152 611.374512 355.158969 610.764170 5.302454 3.000000 1.80006e+14 0.419924 1
355.056152 611.374512 353.486642 610.776676 5.302454 3.000000 8.09219e+13 0.752448 2
579.572754 140.822754 578.342678 139.826706 4.519287 3.000000 7.18537e+13 0.613020 1
591.379395 532.536621 591.606599 532.470138 11.447689 3.000000 4.98691e+14 0.271272 1
3.903809 623.752441 4.218240 623.436856 5.490952 0.250000 2.55662e+14 0.785341 1
14.187012 616.706543 14.912820 616.729603 4.676825 0.250000 2.02631e+14 0.626220 1
34.753418 190.905762 34.852739 191.184235 5.887064 0.250000 1.36991e+14 0.949020 1
47.131348 249.938965 47.156459 250.032901 5.067864 0.250000 1.79096e+14 1.373486 1
55.891113 20.471191 55.941597 20.991360 4.559716 0.250000 1.48046e+14 0.890074 1
71.125488 681.833496 71.774041 681.512518 5.373658 0.250000 1.90706e+14 0.854352 1
110.734863 5.998535 111.050937 6.542640 4.833504 0.250000 1.52858e+14 0.863056 1
119.113770 412.565918 119.552941 413.403883 4.613400 0.250000 1.42146e+14 0.688993 1
127.302246 772.097168 127.780378 771.873962 11.521020 0.250000 3.03213e+14 0.298866 1
157.390137 445.510254 157.747983 445.647544 6.964388 0.250000 3.17137e+14 0.538144 1
170.720215 431.418457 171.663181 431.056101 4.680068 0.250000 8.36047e+13 0.961974 1
195.666504 639.938965 195.432116 639.649136 4.555211 0.250000 1.38994e+14 1.035683 1
225.373535 484.548340 225.574449 484.667823 6.814112 0.250000 2.59021e+14 0.925392 1
228.991699 486.643066 229.338713 486.521863 4.901096 0.250000 2.66574e+14 0.927806 1
230.895996 111.115723 231.574983 111.685861 4.785457 0.250000 1.33818e+14 1.567099 1
268.410645 620.324707 268.341070 619.916697 9.265706 0.250000 3.52199e+14 1.232412 1
343.249512 177.956543 342.971469 178.193336 10.565273 0.250000 4.35125e+14 0.982122 1
356.579590 485.310059 356.591817 485.038315 12.223378 0.250000 3.43039e+14 0.336884 1
405.329590 766.574707 405.833978 766.248615 4.537848 0.250000 1.04748e+14 0.574377 1
411.804199 734.392090 411.743295 733.540875 5.683094 0.250000 1.96693e+14 0.361847 1
531.774902 279.455566 531.374238 279.236103 4.880443 0.250000 1.46586e+14 0.886622 1
534.631348 659.362793 533.991902 659.104671 4.564687 0.250000 1.39084e+14 0.606729 1
577.097168 21.423340 577.129805 21.496799 4.910565 0.250000 2.37466e+14 0.586972 1
577.858887 178.527832 577.972187 179.405454 4.706423 0.250000 8.31145e+13 1.442107 1
585.285645 572.336426 585.418099 571.600370 4.628079 0.250000 1.45735e+14 1.022683 1
618.610840 654.792480 619.050139 654.428590 4.598747 0.250000 1.47862e+14 0.627595 1
628.703613 721.252441 628.337585 720.712209 5.806199 0.250000 1.68792e+14 0.555736 1
629.274902 394.855957 629.172946 395.109011 5.916097 0.250000 2.19898e+14 0.772246 1
634.606934 173.005371 635.027636 173.273883 4.687173 0.250000 1.73866e+14 0.477400 1
665.266113 563.767090 664.790086 563.743426 4.641671 0.250000 1.62407e+14 1.404385 1
678.786621 102.736816 678.483775 102.863285 4.644080 0.250000 1.99826e+14 1.191488 1
731.916504 657.839355 731.695390 657.960420 5.423595 0.250000 2.01274e+14 0.534552 1
743.151855 691.164551 742.672341 690.729761 6.922373 0.250000 2.23139e+14 1.334577 1
775.334473 718.015137 775.040739 717.856600 5.070599 0.250000 2.93406e+14 0.668125 1
40.085449 36.086426 40.359541 36.736440 7.492615 0.500000 2.92969e+14 0.365993 1
62.746582 24.851074 63.197940 25.174499 8.572152 0.500000 3.40173e+14 0.365914 1
168.244629 739.533691 167.827925 739.221593 8.082325 0.500000 3.63022e+14 0.687170 1
213.757324 661.838379 213.651370 661.775383 5.300151 0.500000 1.75204e+14 0.511013 1
217.756348 198.332520 218.075513 198.358671 4.686447 0.500000 1.86907e+14 0.565694 1
251.271973 194.714355 251.400243 194.996885 10.093731 0.500000 4.43899e+14 0.854824 1
342.487793 571.765137 342.507366 571.454526 4.829015 0.500000 1.85649e+14 0.518191 1
426.467285 202.521973 426.227110 202.792205 6.463126 0.500000 3.03524e+14 0.579249 1
488.928223 270.695801 488.940682 270.920518 4.746835 0.500000 9.30082e+13 1.835733 1
584.904785 721.442871 584.333868 721.403260 4.597136 0.500000 2.74644e+14 0.442992 1
600.520020 387.238770 600.133581 387.173286 7.460121 0.500000 2.78502e+14 0.699621 1
621.848145 484.357910 621.704439 484.067198 5.228898 0.500000 1.82705e+14 0.810140 1
684.880371 364.577637 684.773719 364.641423 6.665154 0.500000 4.21163e+14 0.758179 1
711.159668 84.455566 710.994948 85.332782 5.267235 0.500000 1.70822e+14 1.269425 1
734.963379 589.665527 735.683534 589.297779 5.651446 0.500000 8.66455e+13 0.533525 1
734.963379 589.665527 734.358290 589.178481 5.651446 0.500000 2.54693e+14 0.678248 2
38.562012 516.921387 39.306540 517.551069 5.188313 0.750000 1.29645e+14 1.586528 1
475.598145 140.822754 475.948970 140.989682 4.712094 0.750000 1.43096e+14 0.736758 1
596.520996 379.812012 596.036228 380.047980 5.969738 0.750000 1.68699e+14 0.840217 1
737.248535 598.996582 736.890968 598.394934 8.431250 0.750000 2.97477e+14 0.678078 1
148.630371 348.962402 148.678920 349.354210 5.507239 1.000000 3.15772e+14 0.465769 1
151.677246 283.073730 151.291145 282.826442 6.213717 1.000000 2.2454e+14 0.548281 1
151.677246 283.073730 151.892526 283.802231 6.213717 1.000000 1.50257e+14 1.065208 2
167.102051 401.140137 167.250719 401.772562 5.296030 1.000000 1.4305e+14 1.312231 1
195.095215 456.174316 195.212932 456.051160 6.798964 1.000000 2.26707e+14 0.446169 1
197.380371 40.275879 197.527192 40.855621 8.924661 1.000000 2.96274e+14 0.229381 1
367.814941 621.467285 367.908831 621.131941 8.503334 1.000000 3.05025e+14 0.514149 1
468.361816 68.269043 468.302633 68.602562 5.657468 1.000000 2.71619e+14 0.790023 1
524.538574 657.077637 524.352654 656.496352 10.652317 1.000000 4.30866e+14 0.801465 1
614.421387 6.760254 614.195391 6.884280 5.585992 1.000000 2.61892e+14 0.590706 1
626.608887 373.908691 626.616139 373.824356 5.510513 1.000000 2.2887e+14 1.105587 1
680.500488 585.856934 680.198990 585.717598 5.874111 1.000000 2.00443e+14 1.047561 1
770.383301 747.912598 769.876403 747.709569 10.981181 1.000000 4.37425e+14 0.645599 1
15.139160 591.760254 15.805920 591.318770 6.073343 1.250000 2.19896e+14 0.623263 1
386.286621 285.549316 385.423737 285.694510 4.544949 1.250000 1.64968e+14 1.005550 1
211.281738 489.499512 210.676441 488.836123 5.407718 1.500000 7.00483e+13 1.091737 1
664.313965 762.575684 664.659862 761.836141 5.746118 1.500000 2.1531e+14 0.483100 1
664.313965 762.575684 663.738678 762.534260 5.746118 1.500000 8.17783e+13 0.505019 2
106.926270 332.395020 107.669636 332.248013 4.744509 1.750000 1.36357e+14 0.217386 1
153.010254 391.237793 152.289541 390.984367 4.840443 1.750000 1.46537e+14 0.287874 1
177.194824 654.602051 177.722225 654.655563 4.608778 1.750000 8.71809e+13 1.536924 1
286.501465 495.212402 286.888670 494.740745 6.275831 1.750000 1.21958e+14 0.557997 1
256.794434 615.373535 256.463227 615.303798 4.680896 2.000000 2.34105e+14 0.722906 1
434.465332 57.985840 433.496679 58.159922 5.932229 2.000000 2.44728e+14 0.316153 1
456.364746 605.661621 456.514496 605.712111 4.954916 2.000000 1.99736e+14 0.575455 1
563.005371 543.962402 563.420541 544.868199 4.698828 2.000000 1.90876e+14 0.255242 1
605.090332 556.911621 605.085776 556.527647 5.842243 2.000000 3.22779e+14 0.351262 1
728.869629 681.452637 728.196291 680.681062 4.795644 2.000000 1.53916e+14 0.652589 1
146.916504 175.671387 146.959799 176.165337 5.737629 2.500000 2.39284e+14 0.359084 1
628.703613 545.295410 629.353938 544.379944 6.105317 2.750000 3.22421e+14 0.351144 1
24.660645 153.010254 23.765040 153.212283 6.930367 3.000000 4.41963e+14 0.326639 1
117.780762 651.364746 118.579499 651.102673 4.682905 3.000000 1.49384e+14 0.737119 1
124.064941 359.055176 124.612020 359.260204 4.574854 3.000000 7.09739e+13 0.364630 1
279.265137 490.832520 280.528570 489.249526 4.560287 3.000000 8.39515e+13 1.133822 1
701.828613 232.990723 701.642740 233.091307 4.682378 3.000000 1.71872e+14 0.880657 1
4.094238 623.752441 4.218240 623.436856 5.239238 0.250000 2.55662e+14 0.785341 1
11.520996 582.429199 11.483160 582.234911 4.931513 0.250000 1.51102e+14 1.838893 1
15.329590 591.569824 15.805920 591.318770 6.168254 0.250000 2.19896e+14 0.623263 1
38.942871 644.890137 39.571740 644.829140 5.974545 0.250000 2.21239e+14 1.360231 1
97.404785 39.895020 97.481281 40.103700 4.884008 0.250000 1.98211e+14 0.539895 1
106.545410 165.959473 106.774986 166.781166 4.514834 0.250000 1.70717e+14 0.896898 1
146.726074 175.480957 146.959799 176.165337 6.676239 0.250000 2.39284e+14 0.359084 1
184.240723 289.929199 184.748458 289.785610 4.996145 0.250000 1.6016e+14 1.550596 1
195.285645 456.364746 195.212932 456.051160 7.474325 0.250000 2.26707e+14 0.446169 1
201.379395 548.342285 201.204911 547.859516 4.530846 0.250000 8.36201e+13 0.727377 1
221.374512 670.788574 221.966164 670.945065 4.938394 0.250000 1.75217e+14 1.378342 1
222.326660 719.919434 222.797644 719.482924 4.669964 0.250000 2.1402e+14 0.646002 1
268.410645 620.134277 268.341070 619.916697 10.469906 0.250000 3.52199e+14 1.232412 1
276.789551 192.048340 276.850083 192.214617 5.494013 0.250000 2.2475e+14 1.245601 1
297.165527 111.687012 296.828231 111.490085 4.568808 0.250000 9.70645e+13 1.093333 1
343.059082 177.766113 342.971469 178.193336 13.326483 0.250000 4.35125e+14 0.982122 1
343.820801 123.112793 343.731188 123.203335 5.503568 0.250000 1.71688e+14 0.675873 1
367.053223 565.671387 367.043831 565.648978 5.117347 0.250000 2.31206e+14 0.580961 1
401.520996 326.301270 402.019014 326.053260 5.097193 0.250000 1.5142e+14 0.945954 1
428.942871 631.560059 429.620858 631.025451 4.638486 0.250000 1.95843e+14 0.807852 1
447.414551 447.414551 447.371360 447.364340 6.191457 0.250000 1.36934e+14 1.859731 1
482.263184 614.802246 482.805183 614.494146 5.006150 0.250000 9.57174e+13 0.447118 1
482.263184 614.802246 482.236544 614.665747 5.006150 0.250000 1.30494e+14 0.807419 2
554.626465 390.666504 554.352257 391.330683 5.308241 0.250000 1.36033e+14 0.527807 1
569.860840 103.308105 569.769716 103.324261 4.871998 0.250000 1.20205e+14 1.353927 1
585.095215 571.384277 585.418099 571.600370 4.667929 0.250000 1.45735e+14 1.022683 1
628.322754 721.062012 628.337585 720.712209 5.387788 0.250000 1.68792e+14 0.555736 1
631.369629 333.537598 631.773502 333.421136 4.537610 0.250000 1.72995e+14 0.608728 1
731.916504 5.808105 731.785072 6.088680 5.098546 0.250000 1.89789e+14 0.520684 1
737.438965 598.806152 736.890968 598.394934 8.671973 0.250000 2.97477e+14 0.678078 1
743.151855 690.783691 742.672341 690.729761 7.336637 0.250000 2.23139e+14 1.334577 1
748.674316 210.710449 748.113581 211.156931 4.871456 0.250000 1.77998e+14 0.707440 1
760.480957 380.192871 760.268351 379.706336 7.178425 0.250000 1.94966e+14 0.330568 1
770.383301 748.103027 769.876403 747.709569 10.887061 0.250000 4.37425e+14 0.645599 1
65.222168 533.107910 65.984881 532.912366 4.687497 0.500000 1.36234e+14 0.738900 1
127.111816 772.097168 127.780378 771.873962 10.648484 0.500000 3.03213e+14 0.298866 1
148.439941 349.533691 148.678920 349.354210 5.970266 0.500000 3.15772e+14 0.465769 1
168.244629 739.533691 167.827925 739.221593 9.519887 0.500000 3.63022e+14 0.687170 1
251.271973 194.714355 251.400243 194.996885 9.217894 0.500000 4.43899e+14 0.854824 1
360.197754 374.670410 360.352990 374.921046 4.611269 0.500000 1.61796e+14 1.406111 1
402.663574 667.551270 403.159361 667.410121 4.630683 0.500000 1.57173e+14 0.348913 1
411.994629 734.011230 411.743295 733.540875 4.723505 0.500000 1.96693e+14 0.361847 1
468.552246 68.269043 468.302633 68.602562 8.057484 0.500000 2.71619e+14 0.790023 1
548.151855 360.769043 547.672341 360.791336 4.534740 0.500000 1.55565e+14 0.738704 1
600.520020 387.238770 600.133581 387.173286 7.124074 0.500000 2.78502e+14 0.699621 1
635.178223 160.246582 634.803779 160.777505 4.865149 0.500000 1.6609e+14 0.538907 1
662.790527 27.326660 663.172363 27.435721 4.592661 0.500000 1.91752e+14 0.537122 1
685.070801 364.387207 684.773719 364.641423 7.477273 0.500000 4.21163e+14 0.758179 1
157.580566 445.510254 157.747983 445.647544 5.342837 0.750000 3.17137e+14 0.538144 1
158.532715 382.097168 158.488199 382.002650 5.357924 0.750000 1.72344e+14 0.240927 1
356.579590 485.119629 356.591817 485.038315 12.343952 0.750000 3.43039e+14 0.336884 1
398.093262 166.530762 398.708718 167.047144 5.686522 0.750000 8.18422e+13 0.631676 1
398.093262 166.530762 398.048816 166.519081 5.686522 0.750000 1.43999e+14 0.881216 2
524.348145 656.887207 524.352654 656.496352 10.176911 0.750000 4.30866e+14 0.801465 1
553.293457 719.919434 552.959182 719.337080 6.203008 0.750000 2.20562e+14 0.527985 1
750.197754 633.845215 749.523067 633.508197 4.589924 0.750000 1.42526e+14 0.913795 1
83.122559 477.883301 83.023200 477.785110 6.228703 1.000000 9.05392e+13 0.671630 1
83.122559 477.883301 83.474820 477.964522 6.228703 1.000000 1.54928e+14 0.832356 2
197.570801 40.466309 197.527192 40.855621 7.918907 1.000000 2.96274e+14 0.229381 1
225.563965 484.548340 225.574449 484.667823 6.420660 1.000000 2.59021e+14 0.925392 1
294.118652 346.677246 293.943774 346.613274 5.673463 1.000000 1.85794e+14 1.049278 1
368.005371 621.276855 367.908831 621.131941 6.825665 1.000000 3.05025e+14 0.514149 1
389.333496 482.072754 389.807339 481.512716 4.620110 1.000000 1.35306e+14 1.221076 1
426.276855 202.521973 426.227110 202.792205 6.929096 1.000000 3.03524e+14 0.579249 1
577.478027 21.042480 577.129805 21.496799 5.583465 1.000000 2.37466e+14 0.586972 1
723.347168 712.873535 723.148137 712.784271 4.759531 1.000000 2.08243e+14 0.344144 1
734.772949 589.284668 735.683534 589.297779 6.443795 1.000000 8.66455e+13 0.533525 1
734.772949 589.284668 734.358290 589.178481 6.443795 1.000000 2.54693e+14 0.678248 2
62.746582 25.041504 63.197940 25.174499 9.672028 1.250000 3.40173e+14 0.365914 1
256.413574 615.754395 256.463227 615.303798 6.629218 1.250000 2.34105e+14 0.722906 1
736.486816 330.490723 736.153100 330.688800 5.929181 1.250000 1.56238e+14 0.308356 1
59.509277 738.010254 59.503082 737.343378 5.445331 1.500000 2.38279e+14 0.551612 1
163.674316 432.180176 164.080804 431.988956 4.971024 1.500000 2.1959e+14 0.603125 1
65.983887 121.589355 65.590202 122.424903 5.310948 1.750000 1.4174e+14 0.242268 1
151.296387 283.645020 151.291145 282.826442 7.158786 2.000000 2.2454e+14 0.548281 1
151.296387 283.645020 151.892526 283.802231 7.158786 2.000000 1.50257e+14 1.065208 2
576.906738 171.481934 576.286633 171.415137 4.598623 2.000000 7.4743e+13 0.668356 1
24.089355 152.819824 23.765040 153.212283 8.783044 2.750000 4.41963e+14 0.326639 1
605.090332 557.292480 605.085776 556.527647 6.553930 3.000000 3.22779e+14 0.351262 1
629.274902 544.343262 629.353938 544.379944 4.572539 3.000000 3.22421e+14 0.351144 1
675.168457 182.907715 675.139121 183.541802 4.557432 3.000000 8.65469e+13 0.366701 1
65.222168 219.279785 65.552758 219.669059 6.007339 0.250000 1.53006e+14 0.765876 1
97.785645 56.843262 98.294042 56.998497 4.898804 0.250000 1.37513e+14 1.389498 1
106.545410 166.149902 106.774986 166.781166 5.265795 0.250000 1.70717e+14 0.896898 1
106.545410 656.696777 107.348286 656.560324 5.064274 0.250000 1.92718e+14 0.713812 1
151.296387 283.264160 151.291145 282.826442 5.914448 0.250000 2.2454e+14 0.548281 1
151.296387 283.264160 151.892526 283.802231 5.914448 0.250000 1.50257e+14 1.065208 2
157.580566 445.510254 157.747983 445.647544 6.659657 0.250000 3.17137e+14 0.538144 1
167.102051 401.711426 167.250719 401.772562 4.791840 0.250000 1.4305e+14 1.312231 1
170.720215 258.889160 171.286436 258.955318 4.596058 0.250000 2.04925e+14 0.877412 1
195.285645 456.364746 195.212932 456.051160 5.772556 0.250000 2.26707e+14 0.446169 1
196.237793 189.191895 196.174681 189.431582 4.625352 0.250000 1.44627e+14 0.610207 1
222.517090 720.109863 222.797644 719.482924 6.339322 0.250000 2.1402e+14 0.646002 1
225.563965 484.357910 225.574449 484.667823 6.642158 0.250000 2.59021e+14 0.925392 1
246.701660 401.330566 247.391828 401.082255 4.644731 0.250000 1.29912e+14 0.590141 1
268.220215 619.943848 268.341070 619.916697 8.474285 0.250000 3.52199e+14 1.232412 1
270.314941 761.242676 271.028169 760.813558 4.989150 0.250000 1.4204e+14 1.577913 1
314.304199 569.479980 314.429703 568.766659 4.722538 0.250000 1.1811e+14 0.753211 1
343.059082 177.956543 342.971469 178.193336 11.169636 0.250000 4.35125e+14 0.982122 1
343.439941 122.922363 343.731188 123.203335 5.164504 0.250000 1.71688e+14 0.675873 1
389.714355 185.002441 389.915757 185.072934 4.604419 0.250000 9.03819e+13 1.386840 1
411.613770 734.011230 411.743295 733.540875 5.048058 0.250000 1.96693e+14 0.361847 1
422.087402 88.645020 422.058020 88.998780 4.519192 0.250000 1.00592e+14 0.384768 1
438.654785 770.192871 438.525352 769.952045 4.619001 0.250000 7.57423e+13 1.059422 1
447.224121 447.224121 447.371360 447.364340 4.989500 0.250000 1.36934e+14 1.859731 1
456.364746 606.423340 456.514496 605.712111 5.326240 0.250000 1.99736e+14 0.575455 1
466.647949 648.889160 466.409587 648.901480 5.289640 0.250000 1.33684e+14 1.250435 1
535.964355 165.007324 536.339682 165.047226 4.836383 0.250000 1.50466e+14 0.766282 1
576.906738 21.423340 577.129805 21.496799 4.991258 0.250000 2.37466e+14 0.586972 1
579.572754 647.556152 579.591490 647.437459 4.773204 0.250000 2.09382e+14 0.455643 1
584.714355 721.442871 584.333868 721.403260 4.840280 0.250000 2.74644e+14 0.442992 1
621.848145 483.977051 621.704439 484.067198 4.556789 0.250000 1.82705e+14 0.810140 1
626.989746 373.718262 626.616139 373.824356 5.581572 0.250000 2.2887e+14 1.105587 1
628.513184 721.062012 628.337585 720.712209 5.388575 0.250000 1.68792e+14 0.555736 1
629.084473 395.236816 629.172946 395.109011 5.334935 0.250000 2.19898e+14 0.772246 1
645.651855 159.675293 645.171550 160.418706 4.708929 0.250000 1.64857e+14 1.350634 1
677.834473 249.177246 677.437016 248.879281 5.143925 0.250000 1.16653e+14 0.705195 1
727.727051 490.451660 727.277477 490.003016 5.023540 0.250000 7.02299e+13 0.936206 1
736.677246 389.904785 737.096879 390.262073 4.840287 0.250000 1.146e+14 1.038161 1
15.520020 591.569824 15.805920 591.318770 5.880284 0.500000 2.19896e+14 0.623263 1
71.506348 681.643066 71.774041 681.512518 5.089935 0.500000 1.90706e+14 0.854352 1
127.111816 771.906738 127.780378 771.873962 12.028549 0.500000 3.03213e+14 0.298866 1
168.244629 739.533691 167.827925 739.221593 7.997434 0.500000 3.63022e+14 0.687170 1
233.562012 658.220215 233.982064 657.805184 4.851906 0.500000 1.2934e+14 0.702330 1
346.105957 391.618652 345.803645 391.337703 5.835746 0.500000 1.78644e+14 0.549336 1
356.389160 485.310059 356.591817 485.038315 10.357274 0.500000 3.43039e+14 0.336884 1
467.219238 541.486816 466.934524 540.685068 4.653756 0.500000 6.22816e+13 0.569619 1
482.263184 615.373535 482.236544 614.665747 5.730624 0.500000 1.30494e+14 0.807419 1
504.924316 736.486816 504.766059 736.318424 4.529413 0.500000 1.63384e+14 1.032189 1
522.634277 51.320801 522.366765 51.767818 5.060580 0.500000 7.41241e+13 1.580443 1
585.476074 571.574707 585.418099 571.600370 4.963825 0.500000 1.45735e+14 1.022683 1
634.987793 160.627441 634.803779 160.777505 4.680446 0.500000 1.6609e+14 0.538907 1
685.070801 364.768066 684.773719 364.641423 8.921611 0.500000 4.21163e+14 0.758179 1
743.151855 690.974121 742.672341 690.729761 5.447396 0.500000 2.23139e+14 1.334577 1
97.214355 39.895020 97.481281 40.103700 5.527466 0.750000 1.98211e+14 0.539895 1
146.535645 175.290527 146.959799 176.165337 6.071243 0.750000 2.39284e+14 0.359084 1
148.630371 348.771973 148.678920 349.354210 6.556570 0.750000 3.15772e+14 0.465769 1
229.372559 486.643066 229.338713 486.521863 5.115901 0.750000 2.66574e+14 0.927806 1
276.979980 192.238770 276.850083 192.214617 5.227086 0.750000 2.2475e+14 1.245601 1
524.729004 656.887207 524.352654 656.496352 10.499314 0.750000 4.30866e+14 0.801465 1
736.486816 330.300293 736.153100 330.688800 4.750450 0.750000 1.56238e+14 0.308356 1
775.334473 718.205566 775.040739 717.856600 6.504284 0.750000 2.93406e+14 0.668125 1
47.512207 219.851074 47.701681 219.788403 4.830272 1.000000 1.95372e+14 0.330846 1
163.674316 432.370605 164.080804 431.988956 5.828666 1.000000 2.1959e+14 0.603125 1
198.713379 223.278809 198.733091 223.744562 4.950112 1.000000 1.96826e+14 0.869243 1
210.329590 515.778809 210.571927 515.498092 4.951539 1.000000 1.16353e+14 1.111541 1
251.271973 194.143066 251.400243 194.996885 7.718432 1.000000 4.43899e+14 0.854824 1
439.606934 70.935059 439.022999 70.838042 4.973143 1.000000 1.65667e+14 0.865070 1
600.520020 387.238770 600.133581 387.173286 8.449929 1.000000 2.78502e+14 0.699621 1
614.230957 6.188965 614.195391 6.884280 6.261033 1.000000 2.61892e+14 0.590706 1
737.248535 598.996582 736.890968 598.394934 6.618063 1.000000 2.97477e+14 0.678078 1
267.458496 407.995605 266.884022 408.220811 4.513423 1.250000 1.97775e+14 0.385944 1
293.928223 346.677246 293.943774 346.613274 6.046629 1.250000 1.85794e+14 1.049278 1
367.814941 621.276855 367.908831 621.131941 6.400315 1.250000 3.05025e+14 0.514149 1
468.552246 68.269043 468.302633 68.602562 6.976714 1.250000 2.71619e+14 0.790023 1
732.106934 657.839355 731.695390 657.960420 5.754683 1.250000 2.01274e+14 0.534552 1
770.192871 748.103027 769.876403 747.709569 9.406506 1.250000 4.37425e+14 0.645599 1
40.275879 36.086426 40.359541 36.736440 8.288207 1.500000 2.92969e+14 0.365993 1
197.380371 40.656738 197.527192 40.855621 8.202501 1.500000 2.96274e+14 0.229381 1
256.794434 616.135254 256.463227 615.303798 4.864066 1.500000 2.34105e+14 0.722906 1
395.617676 594.616699 395.452212 594.749200 4.635381 1.500000 2.00795e+14 0.475960 1
426.086426 202.521973 426.227110 202.792205 6.688367 1.750000 3.03524e+14 0.579249 1
711.350098 84.265137 710.717300 82.510740 5.025313 2.000000 7.7353e+13 0.652529 1
711.350098 84.265137 710.818698 83.500559 5.025313 2.000000 1.56633e+14 0.795179 2
711.350098 84.265137 710.994948 85.332782 5.025313 2.000000 1.70822e+14 1.269425 3
735.344238 589.665527 735.683534 589.297779 6.423291 2.000000 8.66455e+13 0.533525 1
735.344238 589.665527 734.358290 589.178481 6.423291 2.000000 2.54693e+14 0.678248 2
24.089355 153.200684 23.765040 153.212283 8.715338 2.250000 4.41963e+14 0.326639 1
62.937012 25.041504 63.197940 25.174499 10.267236 2.500000 3.40173e+14 0.365914 1
706.589355 136.062012 705.758039 136.152124 4.501888 2.750000 1.92727e+14 0.365978 1
175.861816 300.974121 175.127934 301.956722 4.825562 3.000000 1.81876e+14 0.252656 1
653.459473 537.106934 652.448140 537.265563 4.613205 3.000000 1.29957e+14 0.639939 1
688.498535 326.682129 688.050495 326.358245 4.883392 3.000000 1.85595e+14 0.648505 1
9.616699 452.365723 10.260120 452.258048 5.756652 0.250000 1.57424e+14 0.616913 1
13.996582 378.479004 14.980680 378.910748 5.903130 0.250000 2.30619e+14 0.422961 1
15.139160 591.569824 15.805920 591.318770 6.001059 0.250000 2.19896e+14 0.623263 1
