#peak_xpix[arcmin] peak_ypix cluster_xpix cluster_ypix SN coresize[arcmin] M500c redshift nmatch
694.401855 252.033691 694.132158 252.383030 5.607819 2.000000 1.56372e+14 1.211036 1
721.062012 695.925293 720.857263 695.490131 6.548652 2.000000 2.92593e+14 0.366981 1
23.518066 504.162598 23.898420 503.906522 5.077268 2.500000 9.64119e+13 0.676839 1
465.695801 775.905762 464.640534 775.100062 5.079146 2.500000 2.77054e+14 0.444904 1
607.185059 517.683105 607.338434 518.085351 5.756536 2.500000 3.22023e+14 0.512013 1
632.512207 172.053223 632.102662 172.000920 4.806604 2.500000 1.68279e+14 0.370400 1
297.927246 59.318848 297.733027 60.227701 4.929471 2.750000 1.97593e+14 0.427791 1
297.927246 59.318848 299.738397 58.631818 4.929471 2.750000 1.06917e+14 0.958524 2
309.543457 77.600098 309.941588 77.936040 8.031108 2.750000 3.30547e+14 0.279116 1
93.024902 94.167480 93.320758 94.060201 5.248741 3.000000 1.21467e+14 0.229671 1
594.045410 699.924316 593.193126 702.624782 4.659103 3.000000 6.25852e+13 0.510010 1
594.045410 699.924316 594.310877 698.557091 4.659103 3.000000 1.08131e+14 0.977452 2
611.184082 634.987793 611.261026 634.767888 4.921967 3.000000 2.82752e+14 0.286809 1
737.248535 735.915527 736.298944 735.491663 5.802753 3.000000 1.62797e+14 0.239821 1
737.248535 735.915527 738.862817 735.660102 5.802753 3.000000 1.40539e+14 0.321462 2
72.268066 27.897949 72.868378 28.758599 4.646778 0.250000 6.43729e+13 0.641418 1
85.979004 314.494629 86.309338 314.565412 5.574403 0.250000 1.7985e+14 0.707550 1
94.548340 23.898926 95.276997 24.102780 4.564000 0.250000 1.48056e+14 0.524282 1
104.260254 491.213379 104.736061 490.974877 11.327248 0.250000 3.88335e+14 0.984213 1
108.449707 261.936035 108.203162 261.464587 6.072393 0.250000 2.50885e+14 0.700865 1
165.769043 358.483887 165.919257 358.537910 5.975614 0.250000 2.06052e+14 0.971736 1
181.765137 455.603027 181.597255 455.183812 4.645489 0.250000 1.4203e+14 0.784651 1
205.568848 14.758301 206.099410 15.197520 4.639293 0.250000 1.66483e+14 0.461334 1
224.802246 686.213379 224.774165 685.863343 4.602197 0.250000 1.73866e+14 0.469099 1
225.944824 574.240723 226.377057 573.974698 4.503801 0.250000 2.08156e+14 0.664736 1
236.799316 739.343262 236.627042 738.804284 4.943800 0.250000 1.46586e+14 0.709188 1
252.795410 258.508301 253.140425 258.773582 4.635874 0.250000 1.03692e+14 0.733667 1
276.789551 434.274902 277.045859 434.385878 4.784122 0.250000 1.18203e+14 1.262445 1
289.929199 718.015137 290.072649 717.537621 5.033375 0.250000 1.93193e+14 0.901902 1
294.118652 296.975098 293.675471 297.460029 5.111449 0.250000 2.21198e+14 0.637394 1
294.499512 607.375488 294.173094 606.928936 5.265419 0.250000 1.97733e+14 0.892657 1
335.251465 467.790527 335.088000 468.625563 4.525960 0.250000 1.21096e+14 1.206367 1
336.965332 519.587402 336.885111 519.894944 4.663115 0.250000 5.04766e+13 0.460495 1
366.101074 379.050293 365.991610 378.611993 6.431620 0.250000 1.80951e+14 0.881220 1
376.955566 410.661621 376.864024 409.929796 4.862106 0.250000 1.6609e+14 0.522043 1
392.951660 377.907715 392.761974 378.190802 5.221627 0.250000 1.94049e+14 0.196288 1
453.698730 424.372559 453.764237 424.305983 4.971254 0.250000 1.36934e+14 1.856923 1
485.500488 189.763184 485.668555 190.257599 4.811921 0.250000 1.96826e+14 0.833457 1
486.643066 24.470215 486.283221 25.342200 5.101357 0.250000 2.17925e+14 0.457976 1
503.972168 163.483887 504.145210 163.818719 5.379026 0.250000 1.94358e+14 0.730033 1
506.066895 175.480957 505.622528 175.642736 5.371164 0.250000 2.08832e+14 0.731346 1
522.824707 761.052246 523.416638 760.705930 4.907478 0.250000 1.26732e+14 0.795768 1
524.157715 27.326660 524.282452 27.313259 4.689153 0.250000 1.82053e+14 0.525651 1
604.519043 766.003418 604.612305 765.308694 4.884917 0.250000 1.4639e+14 1.136803 1
624.895020 118.542480 624.742574 118.896956 4.663140 0.250000 7.88799e+13 1.764904 1
656.696777 582.810059 656.671858 582.354999 7.415512 0.250000 3.17856e+14 0.926125 1
661.267090 300.021973 660.843319 300.093291 5.844214 0.250000 2.2887e+14 1.083395 1
676.311035 763.337402 675.625842 762.930461 4.932465 0.250000 1.63404e+14 0.686057 1
714.587402 512.160645 714.425379 511.986533 5.540245 0.250000 2.00443e+14 1.026071 1
731.154785 383.620605 731.192257 383.645339 6.046392 0.250000 2.05023e+14 0.285420 1
735.534668 407.614746 735.629697 407.620186 5.679435 0.250000 2.05874e+14 0.648643 1
736.105957 348.962402 735.758386 349.201323 5.022284 0.250000 2.04972e+14 0.890881 1
736.867676 298.879395 736.306754 298.903012 4.558054 0.250000 1.59488e+14 0.370589 1
742.770996 347.248535 743.057617 347.882332 4.715645 0.250000 1.20121e+14 0.398432 1
761.052246 684.499512 760.434465 684.201175 6.719008 0.250000 3.44022e+14 0.970564 1
767.336426 687.546387 766.885875 687.028702 5.048334 0.250000 1.91068e+14 0.565554 1
769.050293 534.250488 768.980137 533.764930 6.184450 0.250000 2.03731e+14 1.143130 1
100.832520 281.550293 101.290799 281.664244 9.895674 0.500000 3.68497e+14 0.565227 1
112.639160 59.318848 112.800474 59.588883 8.783361 0.500000 2.81867e+14 0.814157 1
255.842285 288.024902 255.816598 287.590671 5.033848 0.500000 1.6016e+14 1.558528 1
314.494629 426.276855 314.373542 425.813706 5.118022 0.500000 3.00216e+14 0.470091 1
324.206543 728.488770 324.510412 728.198662 5.093543 0.500000 2.62792e+14 0.577342 1
359.055176 648.698730 358.709510 648.026322 4.792897 0.500000 1.90706e+14 0.818864 1
386.857910 437.893066 386.438509 437.234466 12.950994 0.500000 4.03018e+14 0.862726 1
388.571777 333.537598 388.343271 333.947630 7.765598 0.500000 2.99468e+14 0.428855 1
411.994629 312.780762 411.886815 312.920399 5.944820 0.500000 2.0266e+14 1.144798 1
439.606934 302.687988 439.529990 303.355259 4.612682 0.500000 9.09344e+13 0.578452 1
439.606934 302.687988 440.247588 302.116630 4.612682 0.500000 8.40656e+13 1.791492 2
611.184082 634.987793 611.261026 634.767888 5.478342 0.500000 2.82752e+14 0.286809 1
670.217285 395.046387 670.047312 394.871113 8.975825 0.500000 3.27226e+14 0.395009 1
670.788574 502.448730 670.083157 502.869898 4.690673 0.500000 1.954e+14 0.520248 1
671.169434 14.567871 670.855383 15.044640 5.117429 0.500000 2.53169e+14 0.787762 1
697.258301 295.642090 696.707701 295.624679 6.459502 0.500000 2.22767e+14 0.883257 1
697.258301 649.841309 696.818444 649.524701 5.854900 0.500000 1.97926e+14 0.743973 1
706.970215 129.206543 706.317286 129.635998 6.617326 0.500000 3.32643e+14 0.777644 1
732.106934 542.629395 731.723471 542.386243 14.051355 0.500000 4.61271e+14 0.704479 1
773.811035 737.058105 773.851250 736.323119 5.722200 0.500000 2.55309e+14 0.574782 1
15.900879 329.729004 15.926820 329.541410 5.990447 0.750000 2.05977e+14 0.981820 1
55.700684 148.059082 55.333202 148.759258 7.755577 0.750000 2.78522e+14 0.275979 1
124.636230 630.607910 124.569898 630.325009 4.750950 0.750000 1.67474e+14 0.833034 1
243.845215 772.287598 243.709436 772.444135 4.520610 0.750000 1.67173e+14 0.838940 1
272.028809 716.872559 272.080391 716.437025 5.183876 0.750000 2.41713e+14 0.576688 1
296.213379 116.066895 296.360223 116.335442 5.361873 0.750000 2.43783e+14 0.450510 1
339.060059 163.864746 338.991111 163.887364 9.619962 0.750000 3.58038e+14 0.314584 1
451.984863 392.570801 452.228386 392.642630 7.872112 0.750000 3.2986e+14 0.431756 1
477.692871 76.647949 477.194620 77.092862 5.600408 0.750000 2.56432e+14 0.407718 1
543.200684 217.375488 543.300408 217.444505 5.248822 0.750000 2.36111e+14 0.645876 1
576.906738 653.459473 576.675070 653.019894 5.271881 0.750000 1.77844e+14 0.456379 1
105.974121 420.563965 106.199338 420.280366 4.531105 1.000000 1.37338e+14 1.276762 1
267.268066 561.672363 267.631259 561.433071 4.656085 1.000000 1.38213e+14 0.455885 1
290.310059 402.282715 289.887008 401.880981 4.648736 1.000000 2.30556e+14 0.370153 1
324.587402 222.136230 324.396531 222.073025 5.561034 1.000000 2.15685e+14 0.579738 1
414.089355 324.587402 413.872658 324.458946 4.549891 1.000000 1.5641e+14 0.287423 1
538.439941 161.008301 538.335707 161.510701 9.579851 1.000000 4.43899e+14 0.819327 1
174.719238 592.331543 175.394703 591.473215 4.750512 1.250000 2.7613e+14 0.559933 1
307.258301 723.918457 307.930732 723.197279 4.721479 1.250000 1.24107e+14 0.881641 1
324.587402 384.572754 324.522895 385.007218 9.679570 1.250000 3.42316e+14 0.470059 1
403.044434 544.914551 402.692957 544.910320 4.569094 1.250000 1.72162e+14 0.489857 1
403.044434 544.914551 404.149958 545.416567 4.569094 1.250000 7.65742e+13 1.746595 2
412.185059 10.949707 412.181618 10.518300 5.445809 1.250000 2.35293e+14 0.514312 1
438.083496 256.413574 437.908362 256.651193 11.404094 1.250000 4.06041e+14 0.533859 1
607.185059 517.492676 607.338434 518.085351 6.057225 1.250000 3.22023e+14 0.512013 1
673.264160 23.708496 672.456740 24.592618 4.624656 1.250000 1.94832e+14 0.787602 1
89.406738 745.817871 89.607181 745.130121 5.613763 1.500000 2.20149e+14 0.316664 1
155.866699 637.272949 155.785502 637.173411 4.633085 1.500000 2.18159e+14 0.671188 1
474.074707 254.890137 473.845317 255.240962 4.644897 1.500000 1.89789e+14 0.503992 1
529.870605 556.911621 529.062302 556.627511 6.509638 1.500000 2.18691e+14 0.236848 1
90.549316 369.147949 90.793560 369.078839 5.453381 1.750000 2.66629e+14 0.676409 1
251.271973 708.874512 251.204467 708.748566 5.248462 1.750000 1.60848e+14 1.367246 1
499.211426 366.862793 499.956594 367.617120 12.128695 1.750000 5.8588e+14 0.347832 1
658.220215 555.769043 658.349648 556.238283 5.697709 1.750000 2.35298e+14 0.344266 1
721.252441 695.925293 720.857263 695.490131 6.149086 1.750000 2.92593e+14 0.366981 1
379.050293 562.624512 379.040995 562.734139 5.063519 2.000000 2.01705e+14 0.387124 1
41.418457 531.394043 42.271320 531.828972 5.036954 2.500000 3.50135e+14 0.291991 1
309.733887 77.600098 309.941588 77.936040 7.043375 2.500000 3.30547e+14 0.279116 1
359.436035 44.465332 358.464593 46.146359 4.507138 2.500000 2.67065e+14 0.337333 1
690.593262 770.573730 691.135401 769.864687 5.018412 2.500000 2.4352e+14 0.794792 1
726.965332 273.742676 727.383524 273.294055 5.213387 2.500000 1.75759e+14 0.752213 1
726.965332 273.742676 726.268934 274.413364 5.213387 2.500000 1.00826e+14 0.993966 2
142.727051 599.187012 141.123055 599.792705 4.831273 3.000000 5.52236e+13 0.295369 1
353.532715 539.201660 353.554496 539.716322 7.407698 3.000000 2.33057e+14 0.268163 1
383.430176 553.674316 384.146100 553.337438 4.604438 3.000000 1.68144e+14 0.383852 1
383.430176 553.674316 385.392541 551.580101 4.604438 3.000000 6.15324e+13 0.461539 2
383.430176 553.674316 383.019004 552.832028 4.604438 3.000000 7.20241e+13 1.225295 3
651.936035 84.074707 653.007435 85.995782 5.883931 3.000000 1.91104e+14 0.230502 1
15.710449 329.157715 15.926820 329.541410 5.473776 0.250000 2.05977e+14 0.981820 1
66.364746 531.965332 66.498119 531.330535 5.316083 0.250000 1.90547e+14 0.765521 1
89.597168 746.008301 89.607181 745.130121 5.763909 0.250000 2.20149e+14 0.316664 1
104.641113 491.213379 104.736061 490.974877 10.666895 0.250000 3.88335e+14 0.984213 1
108.068848 261.936035 108.203162 261.464587 5.902993 0.250000 2.50885e+14 0.700865 1
165.769043 358.483887 165.919257 358.537910 6.728764 0.250000 2.06052e+14 0.971736 1
170.339355 147.868652 171.027478 147.926999 5.903886 0.250000 3.12053e+14 0.796516 1
225.373535 574.240723 226.377057 573.974698 4.600106 0.250000 2.08156e+14 0.664736 1
289.548340 402.092285 289.887008 401.880981 5.838410 0.250000 2.30556e+14 0.370153 1
290.119629 717.824707 290.072649 717.537621 5.069216 0.250000 1.93193e+14 0.901902 1
290.881348 743.342285 291.329992 742.921118 4.503629 0.250000 1.30841e+14 0.915976 1
293.737793 297.355957 293.675471 297.460029 5.936137 0.250000 2.21198e+14 0.637394 1
296.975098 413.898926 296.892970 413.438240 5.190427 0.250000 2.12543e+14 0.869119 1
297.736816 59.890137 297.733027 60.227701 5.797795 0.250000 1.97593e+14 0.427791 1
299.069824 69.982910 298.743128 70.738202 4.764155 0.250000 1.54419e+14 0.668809 1
316.589355 610.231934 316.862517 609.920207 5.023140 0.250000 8.65823e+13 0.893188 1
324.587402 728.679199 324.510412 728.198662 6.358174 0.250000 2.62792e+14 0.577342 1
328.015137 272.600098 328.170953 272.882209 5.264704 0.250000 1.85794e+14 1.027768 1
339.060059 601.472168 339.053526 601.140543 4.947815 0.250000 2.0179e+14 0.703269 1
383.430176 143.679199 384.140638 144.200161 4.664078 0.250000 6.26446e+13 0.392068 1
383.430176 143.679199 383.108710 143.848382 4.664078 0.250000 1.79281e+14 0.997230 2
386.667480 437.512207 386.438509 437.234466 10.632650 0.250000 4.03018e+14 0.862726 1
393.142090 378.098145 392.761974 378.190802 6.812842 0.250000 1.94049e+14 0.196288 1
402.473145 545.104980 402.692957 544.910320 4.759030 0.250000 1.72162e+14 0.489857 1
404.377441 276.599121 405.232608 276.588010 4.969428 0.250000 1.91752e+14 0.520274 1
417.517090 676.501465 417.253203 675.887961 4.689791 0.250000 1.31335e+14 1.563637 1
473.884277 254.699707 473.845317 255.240962 4.569080 0.250000 1.89789e+14 0.503992 1
485.690918 189.953613 485.668555 190.257599 4.838563 0.250000 1.96826e+14 0.833457 1
491.975098 360.959473 492.793862 361.497241 4.547308 0.250000 5.91947e+13 0.519009 1
491.975098 360.959473 491.907778 360.593212 4.547308 0.250000 7.83437e+13 1.282750 2
500.354004 103.498535 499.905127 103.385096 5.067649 0.250000 1.14458e+14 0.550790 1
607.756348 122.731934 607.371955 122.992740 6.018729 0.250000 1.99826e+14 1.232502 1
645.461426 297.355957 645.844703 297.429600 4.718929 0.250000 1.47413e+14 0.291993 1
670.407715 503.020020 670.083157 502.869898 4.622203 0.250000 1.954e+14 0.520248 1
687.736816 357.912598 687.489667 358.278185 4.576539 0.250000 1.20093e+14 0.917895 1
691.354980 770.573730 691.135401 769.864687 7.282405 0.250000 2.4352e+14 0.794792 1
691.545410 133.395996 691.204022 133.758305 5.348371 0.250000 1.90812e+14 0.595328 1
714.396973 512.160645 714.425379 511.986533 4.556612 0.250000 2.00443e+14 1.026071 1
717.062988 526.252441 716.839503 526.096741 5.186500 0.250000 1.98489e+14 0.727079 1
732.106934 542.819824 731.723471 542.386243 14.419186 0.250000 4.61271e+14 0.704479 1
735.725098 408.186035 735.629697 407.620186 4.700651 0.250000 2.05874e+14 0.648643 1
736.486816 561.291504 735.857459 561.548510 4.903352 0.250000 1.62407e+14 1.411741 1
761.623535 245.368652 761.317434 245.672708 4.897866 0.250000 1.32749e+14 1.860064 1
769.621582 533.679199 768.980137 533.764930 6.078797 0.250000 2.03731e+14 1.143130 1
84.836426 329.157715 84.779758 328.934578 5.030783 0.500000 2.10354e+14 0.973978 1
112.639160 59.128418 112.800474 59.588883 7.929008 0.500000 2.81867e+14 0.814157 1
191.667480 153.962402 191.534456 153.833156 4.711659 0.500000 1.47967e+14 0.710082 1
208.234863 5.236816 209.043120 5.402280 5.015181 0.500000 1.37513e+14 1.356798 1
212.043457 738.771973 212.814428 738.446299 4.545624 0.500000 1.42336e+14 0.892478 1
238.894043 745.437012 238.994349 744.754143 5.838568 0.500000 2.24828e+14 0.687969 1
272.028809 716.682129 272.080391 716.437025 5.861727 0.500000 2.41713e+14 0.576688 1
310.305176 77.409668 309.941588 77.936040 5.173492 0.500000 3.30547e+14 0.279116 1
333.156738 65.412598 333.294772 66.492662 4.587481 0.500000 1.86922e+14 0.421982 1
602.043457 421.706543 601.716202 421.126699 4.564890 0.500000 1.52432e+14 0.566668 1
656.696777 582.619629 656.671858 582.354999 6.792566 0.500000 3.17856e+14 0.926125 1
706.779785 129.206543 706.317286 129.635998 7.216256 0.500000 3.32643e+14 0.777644 1
770.764160 173.005371 770.366238 173.783222 4.744039 0.500000 1.53676e+14 0.409609 1
90.930176 368.957520 90.793560 369.078839 5.848765 0.750000 2.66629e+14 0.676409 1
100.642090 281.550293 101.290799 281.664244 9.408843 0.750000 3.68497e+14 0.565227 1
296.213379 115.876465 296.360223 116.335442 5.657229 0.750000 2.43783e+14 0.450510 1
296.403809 640.510254 296.412479 640.482173 4.527686 0.750000 1.36033e+14 0.511047 1
353.723145 539.392090 353.554496 539.716322 4.804893 0.750000 2.33057e+14 0.268163 1
438.083496 256.413574 437.908362 256.651193 11.371120 0.750000 4.06041e+14 0.533859 1
130.158691 595.378418 130.391045 594.669653 5.838725 1.000000 2.79919e+14 0.610718 1
324.396973 384.763184 324.522895 385.007218 9.020238 1.000000 3.42316e+14 0.470059 1
324.777832 221.755371 324.396531 222.073025 6.779730 1.000000 2.15685e+14 0.579738 1
339.250488 163.483887 338.991111 163.887364 10.976111 1.000000 3.58038e+14 0.314584 1
388.571777 333.728027 388.343271 333.947630 6.777082 1.000000 2.99468e+14 0.428855 1
451.984863 392.570801 452.228386 392.642630 8.038467 1.000000 3.2986e+14 0.431756 1
465.124512 775.715332 464.640534 775.100062 4.566657 1.000000 2.77054e+14 0.444904 1
478.454590 273.552246 477.674321 273.630236 5.949702 1.000000 1.11049e+14 0.566316 1
478.454590 273.552246 478.453567 274.285442 5.949702 1.000000 1.81386e+14 0.871450 2
490.642090 435.988770 490.946842 436.360842 4.963766 1.000000 2.18235e+14 0.908008 1
538.439941 161.198730 538.335707 161.510701 10.750383 1.000000 4.43899e+14 0.819327 1
607.565918 517.683105 607.338434 518.085351 6.033742 1.000000 3.22023e+14 0.512013 1
611.564941 634.606934 611.261026 634.767888 5.961330 1.000000 2.82752e+14 0.286809 1
670.598145 395.046387 670.047312 394.871113 8.358216 1.000000 3.27226e+14 0.395009 1
736.105957 348.771973 735.758386 349.201323 6.020955 1.000000 2.04972e+14 0.890881 1
761.052246 684.118652 760.434465 684.201175 8.323400 1.000000 3.44022e+14 0.970564 1
55.700684 148.059082 55.333202 148.759258 7.792963 1.250000 2.78522e+14 0.275979 1
358.674316 648.698730 358.709510 648.026322 5.299920 1.250000 1.90706e+14 0.818864 1
486.833496 24.851074 486.283221 25.342200 5.851156 1.250000 2.17925e+14 0.457976 1
171.862793 411.613770 171.169440 412.333739 4.842287 1.500000 1.03125e+14 0.773569 1
647.746582 729.631348 647.091143 728.606579 4.547626 1.500000 8.28551e+13 0.288712 1
138.537598 536.916504 138.467942 536.886470 4.541257 2.000000 1.70908e+14 1.193663 1
499.401855 366.862793 499.956594 367.617120 14.327477 2.000000 5.8588e+14 0.347832 1
727.536621 272.980957 727.383524 273.294055 4.984136 2.000000 1.75759e+14 0.752213 1
727.536621 272.980957 726.268934 274.413364 4.984136 2.000000 1.00826e+14 0.993966 2
68.269043 320.588379 67.976221 320.913843 4.922330 2.250000 1.58931e+14 0.815974 1
145.773926 130.539551 147.714056 131.248258 4.704870 2.250000 8.04963e+13 0.768142 1
313.923340 426.276855 314.373542 425.813706 4.760345 2.250000 3.00216e+14 0.470091 1
658.410645 555.578613 658.349648 556.238283 6.347197 2.250000 2.35298e+14 0.344266 1
542.248535 128.063965 541.968191 128.017496 5.136447 2.500000 2.12846e+14 0.349986 1
589.284668 402.663574 589.094238 402.295128 4.596633 2.500000 1.43559e+14 0.805521 1
737.629395 737.058105 736.298944 735.491663 6.096619 2.500000 1.62797e+14 0.239821 1
737.629395 737.058105 738.862817 735.660102 6.096619 2.500000 1.40539e+14 0.321462 2
155.866699 637.844238 155.785502 637.173411 4.874235 3.000000 2.18159e+14 0.671188 1
256.984863 518.825684 257.127778 518.717962 4.831114 3.000000 2.02221e+14 0.553513 1
284.787598 316.018066 285.171897 316.119953 4.540631 3.000000 2.22064e+14 0.690962 1
411.232910 397.902832 411.435195 399.423945 4.980217 3.000000 1.19763e+14 0.283598 1
651.364746 84.836426 653.007435 85.995782 5.238982 3.000000 1.91104e+14 0.230502 1
723.537598 234.323730 722.707443 234.220752 5.107180 3.000000 2.22657e+14 0.739416 1
773.049316 743.913574 770.895824 742.341599 4.585470 3.000000 9.89173e+13 0.575542 1
773.049316 743.913574 774.188222 743.152785 4.585470 3.000000 1.3149e+14 0.866522 2
50.749512 151.867676 51.285002 151.906554 5.111770 0.250000 1.27542e+14 0.978278 1
56.081543 166.721191 56.401022 166.976163 4.758419 0.250000 2.09296e+14 0.909790 1
94.738770 23.327637 95.276997 24.102780 4.560869 0.250000 1.48056e+14 0.524282 1
100.832520 281.550293 101.290799 281.664244 9.696464 0.250000 3.68497e+14 0.565227 1
108.449707 261.745605 108.203162 261.464587 6.841470 0.250000 2.50885e+14 0.700865 1
112.448730 59.318848 112.800474 59.588883 6.988907 0.250000 2.81867e+14 0.814157 1
124.064941 122.351074 124.278175 122.552034 4.587251 0.250000 1.7551e+14 0.672268 1
138.537598 536.916504 138.467942 536.886470 5.060108 0.250000 1.70908e+14 1.193663 1
170.720215 147.678223 171.027478 147.926999 5.145980 0.250000 3.12053e+14 0.796516 1
191.667480 696.306152 191.901845 695.981501 5.720114 0.250000 1.49396e+14 0.381496 1
206.901855 215.661621 206.997954 215.566267 5.133450 0.250000 1.61123e+14 0.874468 1
225.944824 573.859863 226.377057 573.974698 6.330399 0.250000 2.08156e+14 0.664736 1
290.119629 718.015137 290.072649 717.537621 4.646709 0.250000 1.93193e+14 0.901902 1
294.118652 607.185059 294.173094 606.928936 4.826092 0.250000 1.97733e+14 0.892657 1
294.309082 297.355957 293.675471 297.460029 5.025832 0.250000 2.21198e+14 0.637394 1
296.403809 413.518066 296.892970 413.438240 5.031088 0.250000 2.12543e+14 0.869119 1
297.927246 60.461426 297.733027 60.227701 5.182713 0.250000 1.97593e+14 0.427791 1
311.828613 688.117676 311.681770 687.556754 4.852499 0.250000 1.01143e+14 0.721087 1
318.303223 72.458496 319.118290 72.523619 6.497334 0.250000 8.22176e+13 1.378476 1
332.014160 308.400879 331.758177 308.411223 4.825616 0.250000 1.97605e+14 0.806915 1
352.199707 770.573730 352.072506 770.769460 5.267419 0.250000 2.25378e+14 0.918605 1
388.762207 415.422363 388.915025 415.043457 4.832121 0.250000 1.92157e+14 0.881232 1
405.139160 276.789551 405.232608 276.588010 5.834544 0.250000 1.91752e+14 0.520274 1
430.085449 365.339355 430.371233 364.702258 6.628877 0.250000 1.29865e+14 0.475698 1
430.085449 365.339355 429.525737 365.273221 6.628877 0.250000 1.19595e+14 0.674969 2
453.889160 424.372559 453.764237 424.305983 5.084738 0.250000 1.36934e+14 1.856923 1
477.502441 77.028809 477.194620 77.092862 6.536508 0.250000 2.56432e+14 0.407718 1
538.439941 161.008301 538.335707 161.510701 9.712660 0.250000 4.43899e+14 0.819327 1
547.770996 559.577637 547.255032 559.352803 4.577970 0.250000 1.08331e+14 0.366197 1
607.565918 122.922363 607.371955 122.992740 4.966734 0.250000 1.99826e+14 1.232502 1
618.420410 266.696777 618.139880 267.220203 4.836016 0.250000 1.7102e+14 0.620913 1
625.085449 118.352051 624.742574 118.896956 5.093528 0.250000 7.88799e+13 1.764904 1
656.887207 582.810059 656.671858 582.354999 8.574904 0.250000 3.17856e+14 0.926125 1
668.503418 21.423340 668.590264 21.667620 5.202538 0.250000 1.18568e+14 0.455136 1
670.979004 14.948730 670.855383 15.044640 5.980891 0.250000 2.53169e+14 0.787762 1
697.448730 295.642090 696.707701 295.624679 5.134301 0.250000 2.22767e+14 0.883257 1
717.253418 526.442871 716.839503 526.096741 4.735488 0.250000 1.98489e+14 0.727079 1
717.824707 333.156738 717.497034 333.591179 5.228578 0.250000 2.12173e+14 0.929771 1
726.584473 567.385254 726.052097 567.290086 4.552694 0.250000 1.31615e+14 0.491988 1
731.154785 383.430176 731.192257 383.645339 5.986283 0.250000 2.05023e+14 0.285420 1
761.242676 684.309082 760.434465 684.201175 9.251963 0.250000 3.44022e+14 0.970564 1
769.621582 534.060059 768.980137 533.764930 5.182707 0.250000 2.03731e+14 1.143130 1
773.811035 736.867676 773.851250 736.323119 7.038843 0.250000 2.55309e+14 0.574782 1
89.597168 745.817871 89.607181 745.130121 5.268770 0.500000 2.20149e+14 0.316664 1
104.641113 491.022949 104.736061 490.974877 12.727065 0.500000 3.88335e+14 0.984213 1
129.968262 594.997559 130.391045 594.669653 6.458969 0.500000 2.79919e+14 0.610718 1
238.894043 745.246582 238.994349 744.754143 5.985405 0.500000 2.24828e+14 0.687969 1
256.794434 518.635254 257.127778 518.717962 4.509686 0.500000 2.02221e+14 0.553513 1
271.838379 716.682129 272.080391 716.437025 4.904048 0.500000 2.41713e+14 0.576688 1
285.168457 316.208496 285.171897 316.119953 5.572945 0.500000 2.22064e+14 0.690962 1
296.022949 116.447754 296.360223 116.335442 5.484944 0.500000 2.43783e+14 0.450510 1
324.206543 384.953613 324.522895 385.007218 8.120370 0.500000 3.42316e+14 0.470059 1
324.587402 728.488770 324.510412 728.198662 5.281957 0.500000 2.62792e+14 0.577342 1
384.191895 553.483887 384.146100 553.337438 5.296763 0.500000 1.68144e+14 0.383852 1
386.857910 437.702637 386.438509 437.234466 12.281272 0.500000 4.03018e+14 0.862726 1
412.565918 312.399902 411.886815 312.920399 4.649815 0.500000 2.0266e+14 1.144798 1
438.273926 256.032715 437.908362 256.651193 9.837453 0.500000 4.06041e+14 0.533859 1
440.368652 303.259277 439.529990 303.355259 4.609853 0.500000 9.09344e+13 0.578452 1
670.026855 503.400879 670.083157 502.869898 4.914958 0.500000 1.954e+14 0.520248 1
694.401855 251.652832 694.132158 252.383030 4.894769 0.500000 1.56372e+14 1.211036 1
732.106934 542.629395 731.723471 542.386243 13.418524 0.500000 4.61271e+14 0.704479 1
736.296387 349.152832 735.758386 349.201323 5.233459 0.500000 2.04972e+14 0.890881 1
90.358887 368.957520 90.793560 369.078839 7.479758 0.750000 2.66629e+14 0.676409 1
221.945801 393.522949 221.634656 393.524018 4.659602 0.750000 1.75717e+14 0.948002 1
388.381348 333.728027 388.343271 333.947630 7.540539 0.750000 2.99468e+14 0.428855 1
470.266113 270.505371 470.155138 271.236429 4.587896 0.750000 8.11877e+13 2.065686 1
549.294434 18.376465 549.170719 18.542940 5.029574 0.750000 1.41378e+14 0.665816 1
706.970215 129.206543 706.317286 129.635998 6.281862 0.750000 3.32643e+14 0.777644 1
769.621582 469.313965 769.129143 469.126325 4.867082 0.750000 1.87194e+14 0.314697 1
55.510254 148.059082 55.333202 148.759258 10.373057 1.000000 2.78522e+14 0.275979 1
100.070801 763.146973 100.270564 762.298686 4.603239 1.000000 1.54519e+14 0.431687 1
174.909668 591.950684 175.394703 591.473215 5.753376 1.000000 2.7613e+14 0.559933 1
191.667480 153.581543 191.534456 153.833156 4.840344 1.000000 1.47967e+14 0.710082 1
339.250488 163.293457 338.991111 163.887364 11.341677 1.000000 3.58038e+14 0.314584 1
358.293457 648.508301 358.709510 648.026322 4.863735 1.000000 1.90706e+14 0.818864 1
670.217285 394.855957 670.047312 394.871113 9.333430 1.000000 3.27226e+14 0.395009 1
284.787598 755.339355 284.922307 755.538433 4.624818 1.250000 2.52292e+14 0.688583 1
290.119629 402.092285 289.887008 401.880981 6.572574 1.250000 2.30556e+14 0.370153 1
499.401855 367.053223 499.956594 367.617120 14.042263 1.250000 5.8588e+14 0.347832 1
41.989746 532.155762 42.271320 531.828972 5.561174 1.500000 3.50135e+14 0.291991 1
