xrayoffset peak_xpix peak_ypix cluster_xpix cluster_ypix SN coresize M500c redshift nmatch
7.3844666 744.675293 247.653809 743.890700 247.568101 5.548493 0.500000 2.12173e+14 0.876682 1
7.2855547 36.467285 498.068848 36.805079 497.787434 5.052536 0.750000 2.12741e+14 0.479062 1
3.9332283 311.066895 506.828613 311.725448 506.577233 7.854127 0.750000 3.35856e+14 0.556871 1
15.587133 329.919434 194.143066 329.920503 194.199716 9.144331 0.750000 2.88053e+14 0.264186 1
4.9109851 381.335449 115.305176 381.650872 115.818304 7.059942 0.750000 3.13583e+14 0.994386 1
6.6817755 682.785645 258.317871 682.496095 258.530989 5.526443 0.750000 1.84653e+14 0.285066 1
9.9918539 750.007324 118.542480 749.300001 118.787759 4.501141 0.750000 1.519e+14 0.626335 1
30.078135 192.429199 5.808105 193.022700 6.427200 7.765673 1.000000 2.63077e+14 0.302456 1
7.6489112 210.900879 747.722168 211.119482 747.886609 4.657127 1.000000 9.93368e+13 0.400529 1
34.490067 359.816895 516.350098 359.957508 516.458284 7.670621 1.000000 3.12643e+14 0.552688 1
6.5617275 365.148926 519.016113 365.479923 518.821685 8.627187 1.000000 4.25843e+14 0.554796 1
1.2673387 388.381348 651.174316 388.256704 651.222761 8.587404 1.000000 3.75492e+14 0.669936 1
5.8617515 415.803223 449.128418 415.188557 449.024928 5.487666 1.000000 1.82436e+14 0.282082 1
11.357921 445.510254 348.010254 445.813658 347.868292 6.314237 1.000000 3.12053e+14 0.787614 1
32.621398 558.625488 81.408691 558.311530 81.589561 5.563909 1.000000 1.2804e+14 0.972250 1
23.275448 586.428223 293.166504 585.803422 293.011687 4.677963 1.000000 7.49403e+13 1.123544 1
21.400884 30.754395 35.705566 30.993300 36.111659 8.807174 1.250000 4.55759e+14 0.296365 1
1.3050812 46.179199 37.609863 46.899061 37.730939 4.591969 1.250000 8.07172e+13 0.565266 1
18.366368 118.542480 757.053223 118.737060 757.064102 6.014982 1.250000 3.4723e+14 0.774731 1
6.7871001 140.822754 544.343262 141.003722 544.543734 4.520183 1.250000 1.70071e+14 0.473581 1
22.178964 204.997559 485.500488 205.242174 485.805845 6.338808 1.250000 2.88218e+14 0.788640 1
1.6502784 310.686035 464.934082 311.099880 465.616300 32.935280 1.250000 8.58057e+14 0.273823 1
21.549678 354.675293 610.803223 355.158969 610.764170 6.063496 1.250000 1.80006e+14 0.419924 1
5.1547903 481.311035 567.004395 481.178859 566.959391 5.583504 1.250000 1.79067e+14 0.391669 1
44.715381 498.068848 594.045410 497.787434 593.927879 5.421527 1.250000 1.91331e+14 0.391046 1
23.035968 104.831543 68.649902 105.296099 69.227340 6.921370 1.500000 3.14947e+14 0.477414 1
1.4231433 496.354980 625.466309 496.327271 624.995302 8.937206 1.750000 3.5077e+14 0.396529 1
1.3061653 531.774902 535.393066 531.906938 534.410001 5.918545 1.750000 1.75546e+14 0.562882 1
15.186633 412.565918 31.135254 411.920335 31.767839 4.521379 2.250000 1.15023e+14 0.235794 1
4.2203728 412.565918 31.135254 413.399978 30.494100 4.521379 2.250000 7.58386e+13 1.286026 2
29.538862 93.405762 515.017090 91.532998 514.854602 4.532555 2.500000 6.13771e+13 0.748682 1
10.838896 135.871582 363.435059 136.359605 363.274848 5.920525 2.500000 2.27014e+14 0.203675 1
22.401378 590.236816 34.182129 591.315654 34.385521 5.520858 2.750000 8.1527e+13 0.447547 1
1.6611393 591.569824 532.727051 591.606599 532.470138 12.140157 2.750000 4.98691e+14 0.271272 1
20.030087 240.036621 548.532715 240.650287 548.148136 4.535153 3.000000 1.20809e+14 0.919976 1
12.795591 240.036621 548.532715 239.708809 545.895478 4.535153 3.000000 8.63228e+13 1.752192 2
1.3162617 580.144043 438.083496 579.366052 437.589383 4.716556 3.000000 7.52039e+13 0.550369 1
21.198224 27.707520 401.330566 27.786721 401.271011 6.782895 0.250000 2.67219e+14 0.569478 1
9.0736150 36.657715 497.878418 36.805079 497.787434 5.185902 0.250000 2.12741e+14 0.479062 1
3.0279436 44.655762 54.938965 45.069961 55.605422 5.511673 0.250000 1.75903e+14 0.477447 1
1.1707365 77.028809 452.365723 77.078822 452.332900 5.072623 0.250000 6.26155e+13 1.277758 1
44.517780 79.694824 660.314941 80.226898 659.885452 5.322864 0.250000 1.78071e+14 1.033544 1
3.0974261 118.923340 180.051270 119.690998 180.651116 5.141453 0.250000 1.44809e+14 0.438020 1
6.7504857 152.438965 528.347168 152.493895 528.091185 4.645082 0.250000 1.71396e+14 0.483325 1
8.3274699 163.864746 181.384277 163.968481 181.499762 7.797052 0.250000 2.96855e+14 0.754114 1
4.9458493 190.715332 547.199707 190.675675 547.329884 4.506829 0.250000 1.78003e+14 0.936015 1
1.2385904 190.905762 600.520020 190.989237 599.908934 4.704999 0.250000 2.06763e+14 0.762660 1
14.638435 198.332520 270.695801 198.582551 270.935349 5.779455 0.250000 1.79096e+14 1.364007 1
29.692317 202.331543 336.203613 202.183793 336.530217 5.599845 0.250000 1.74339e+14 1.067942 1
13.307284 204.997559 486.071777 205.242174 485.805845 7.573411 0.250000 2.88218e+14 0.788640 1
6.4569753 247.463379 391.809082 247.973694 392.327510 4.725290 0.250000 1.29332e+14 0.939533 1
22.803010 295.832520 704.113770 296.243994 703.887588 4.934104 0.250000 1.33806e+14 0.430016 1
12.919093 315.446777 356.960449 315.417953 356.740009 6.721425 0.250000 2.57837e+14 0.979304 1
19.055118 318.112793 507.209473 317.722077 506.884543 5.072401 0.250000 1.18203e+14 1.284448 1
4.2936964 326.872559 670.979004 326.965077 670.327331 4.944876 0.250000 1.26347e+14 0.389403 1
17.460555 328.395996 682.785645 328.631941 682.620134 4.629292 0.250000 1.53394e+14 1.209555 1
5.3091096 340.773926 56.462402 340.623665 56.847179 4.714639 0.250000 1.73914e+14 0.362152 1
11.226295 360.007324 516.350098 359.957508 516.458284 7.801148 0.250000 3.12643e+14 0.552688 1
1.1910053 381.525879 115.495605 381.650872 115.818304 7.836835 0.250000 3.13583e+14 0.994386 1
28.278952 440.368652 448.557129 440.565079 448.609990 5.005513 0.250000 1.36934e+14 1.863900 1
1.2010624 444.367676 685.451660 444.478326 685.138725 8.782500 0.250000 2.34287e+14 0.928938 1
7.4925006 445.319824 348.010254 445.813658 347.868292 7.313628 0.250000 3.12053e+14 0.787614 1
14.813109 446.081543 691.926270 446.130359 691.856114 4.849451 0.250000 1.31494e+14 0.955799 1
30.295647 497.687988 694.592285 497.486354 694.515899 5.408216 0.250000 2.33666e+14 0.462335 1
1.1790521 505.495605 542.629395 505.608487 542.375318 4.924347 0.250000 1.4639e+14 1.144199 1
5.9753366 558.435059 81.408691 558.311530 81.589561 4.811652 0.250000 1.2804e+14 0.972250 1
3.5967042 559.577637 75.505371 559.706930 76.046098 4.831303 0.250000 1.82313e+14 0.942118 1
32.511297 670.026855 310.876465 669.976319 310.831554 4.864766 0.250000 2.03731e+14 1.150552 1
5.0082915 683.166504 496.735840 683.065478 496.332711 7.953451 0.250000 3.17856e+14 0.873143 1
10.186724 697.829590 447.224121 697.412839 447.276982 12.004513 0.250000 4.35125e+14 0.984629 1
18.888041 699.353027 58.176270 698.608557 57.936838 6.401769 0.250000 2.50885e+14 0.729389 1
3.2037048 41.037598 62.746582 41.384460 62.824322 5.440894 0.500000 1.77833e+14 0.386781 1
1.3038954 45.417480 448.366699 45.952140 447.981284 8.744436 0.500000 3.73841e+14 0.567447 1
3.0722068 242.512207 260.031738 243.033169 260.343720 5.376240 0.500000 1.99876e+14 0.449607 1
77.761836 249.367676 77.409668 249.719338 77.900939 4.660305 0.500000 1.37513e+14 1.379939 1
34.704484 296.022949 413.898926 296.272075 413.386728 6.050352 0.500000 3.2474e+14 0.551825 1
2.8705907 305.544434 585.285645 305.723333 585.765159 6.124173 0.500000 2.6318e+14 0.616100 1
4.2487126 313.161621 89.216309 312.882183 89.987041 4.779667 0.500000 2.0266e+14 1.152226 1
51.631109 377.145996 698.020020 377.045760 697.639021 8.064403 0.500000 3.21123e+14 0.903963 1
24.212080 388.000488 651.364746 388.256704 651.222761 7.614733 0.500000 3.75492e+14 0.669936 1
2.6649369 436.750488 230.134277 436.664293 229.847285 5.587801 0.500000 1.95385e+14 0.991107 1
1.1805684 436.940918 128.825684 437.113541 128.962857 6.654140 0.500000 1.63623e+14 1.117089 1
25.574012 457.888184 382.668457 458.136914 382.484699 5.451217 0.500000 1.60158e+14 0.792471 1
1.1892692 573.669434 121.970215 573.802307 122.029445 5.226641 0.500000 1.85794e+14 1.017041 1
31.219348 622.038574 521.110840 621.852654 520.910507 5.714126 0.500000 2.29308e+14 0.835299 1
14.937477 682.785645 258.127441 682.496095 258.530989 4.594059 0.500000 1.84653e+14 0.285066 1
11.457533 694.020996 88.073730 693.228918 88.227362 4.925505 0.500000 7.88799e+13 1.749210 1
1.3797760 18.947754 410.280762 19.312020 410.360355 4.823108 0.750000 2.00495e+14 0.445582 1
1.2830576 45.036621 585.856934 44.755620 585.540558 5.325305 0.750000 1.15721e+14 0.619375 1
21.303769 85.598145 612.326660 86.061300 612.009076 7.303907 0.750000 3.54607e+14 0.542963 1
9.3798036 204.997559 235.656738 204.943442 235.644232 4.939069 0.750000 9.30408e+13 1.726297 1
5.2445065 205.759277 160.627441 206.409835 160.667517 9.516618 0.750000 4.0967e+14 0.657461 1
2.9313035 311.066895 507.019043 311.725448 506.577233 5.845733 0.750000 3.35856e+14 0.556871 1
21.362553 365.339355 519.016113 365.479923 518.821685 10.284857 0.750000 4.25843e+14 0.554796 1
3.5043094 373.146973 691.926270 373.391449 691.847513 5.026861 0.750000 1.75217e+14 1.368838 1
16.340016 403.234863 681.452637 403.882445 681.015662 4.938719 0.750000 1.31335e+14 1.570803 1
1.4179410 650.412598 666.408691 650.305481 666.164471 6.466681 0.750000 3.02948e+14 0.402344 1
80.522530 127.683105 318.874512 127.841223 318.757911 4.869796 1.000000 1.73665e+14 0.367605 1
4.4555193 136.823730 363.054199 136.359605 363.274848 6.258249 1.000000 2.27014e+14 0.203675 1
5.1029756 251.652832 106.164551 251.954051 106.319461 5.072538 1.000000 1.62113e+14 0.766267 1
22.043697 325.158691 51.130371 325.646110 51.517437 4.662168 1.000000 1.88029e+14 0.400710 1
4.7235874 494.641113 632.893066 494.678353 632.865497 7.210390 1.000000 3.68497e+14 0.557749 1
1.4230470 496.354980 625.466309 496.327271 624.995302 8.563387 1.000000 3.5077e+14 0.396529 1
1.1728657 536.154785 313.161621 535.872488 314.056073 4.629602 1.000000 1.10613e+14 1.237096 1
12.559541 748.293457 269.934082 748.118277 269.976715 5.574194 1.000000 1.32749e+14 1.867051 1
26.787138 756.291504 474.074707 756.092241 473.802406 5.723576 1.000000 2.53915e+14 0.645645 1
2.9657696 757.624512 495.402832 757.309020 495.369405 5.009240 1.000000 1.40985e+14 0.532151 1
17.162527 118.352051 756.672363 118.737060 757.064102 6.982564 1.250000 3.4723e+14 0.774731 1
4.9475069 310.876465 464.934082 311.099880 465.616300 32.567844 1.250000 8.58057e+14 0.273823 1
18.055777 343.439941 680.500488 343.534622 680.411178 4.796181 1.250000 1.67833e+14 0.453717 1
1.2428594 450.842285 554.055176 451.148107 553.711882 4.942853 1.250000 2.06564e+14 0.748200 1
9.4853228 105.212402 68.840332 105.296099 69.227340 7.221117 1.500000 3.14947e+14 0.477414 1
1.5560144 192.619629 6.188965 193.022700 6.427200 7.973399 1.500000 2.63077e+14 0.302456 1
22.998840 244.797363 149.392090 245.306888 149.875440 5.211017 1.500000 1.84499e+14 0.415799 1
1.2067478 457.507324 111.496582 457.716490 111.565738 6.457488 1.500000 3.18586e+14 0.911583 1
11.402204 584.714355 212.805176 584.757407 212.649847 5.330560 1.750000 2.39694e+14 0.512175 1
12.284919 30.944824 35.515137 30.993300 36.111659 11.675406 2.000000 4.55759e+14 0.296365 1
1.2918555 63.508301 97.023926 63.858598 96.989098 5.105159 2.000000 1.78301e+14 0.591651 1
10.549306 232.419434 240.417480 233.106905 240.548099 4.911754 2.500000 1.54952e+14 0.374587 1
3.7759488 330.300293 193.952637 329.920503 194.199716 8.407705 2.500000 2.88053e+14 0.264186 1
22.107196 314.875488 595.187988 314.655118 595.407522 5.017715 2.750000 1.13577e+14 0.804171 1
30.654238 314.875488 595.187988 314.564645 593.920859 5.017715 2.750000 6.63189e+13 1.264282 2
3.7090813 591.569824 532.536621 591.606599 532.470138 10.487676 2.750000 4.98691e+14 0.271272 1
18.769679 74.553223 522.253418 74.397179 522.716242 4.694237 3.000000 7.96594e+13 0.243950 1
11.460735 74.553223 522.253418 74.309822 522.490014 4.694237 3.000000 1.66193e+14 0.397774 2
12.701033 74.553223 522.253418 74.977499 521.249803 4.694237 3.000000 5.73826e+13 0.488890 3
1.2560611 19.328613 656.887207 19.537441 657.031424 4.570814 0.250000 1.71722e+14 0.696209 1
76.139335 41.418457 62.556152 41.384460 62.824322 4.726139 0.250000 1.77833e+14 0.386781 1
2.8684801 45.036621 585.856934 44.755620 585.540558 6.793777 0.250000 1.15721e+14 0.619375 1
17.655155 79.694824 660.124512 80.226898 659.885452 4.537284 0.250000 1.78071e+14 1.033544 1
3.7145257 94.738770 565.480957 95.128799 565.234784 5.402494 0.250000 2.31348e+14 0.764975 1
1.2776410 99.499512 610.993652 99.414118 610.897554 4.590268 0.250000 1.547e+14 0.638889 1
1.2352879 117.971191 757.053223 118.737060 757.064102 7.443128 0.250000 3.4723e+14 0.774731 1
1.1994270 190.334473 547.199707 190.675675 547.329884 6.682739 0.250000 1.78003e+14 0.936015 1
13.754246 204.997559 485.500488 205.242174 485.805845 6.321795 0.250000 2.88218e+14 0.788640 1
12.461753 214.519043 265.935059 214.957087 266.078276 7.822960 0.250000 2.70979e+14 0.754854 1
2.6116462 218.898926 470.075684 219.284527 469.869679 4.875563 0.250000 1.43299e+14 1.370762 1
2.6462303 221.184082 488.166504 220.633923 487.655979 4.909956 0.250000 2.02285e+14 1.078343 1
18.667400 242.702637 293.166504 242.445050 292.718394 4.683059 0.250000 1.6016e+14 1.565676 1
23.478802 312.971191 89.597168 312.882183 89.987041 6.433860 0.250000 2.0266e+14 1.152226 1
9.4168519 373.337402 692.116699 373.391449 691.847513 4.845630 0.250000 1.75217e+14 1.368838 1
4.3575805 377.145996 697.829590 377.045760 697.639021 7.965962 0.250000 3.21123e+14 0.903963 1
1.1909528 381.525879 115.495605 381.650872 115.818304 8.347418 0.250000 3.13583e+14 0.994386 1
1.3228361 382.858887 716.301270 382.331811 716.302850 4.867100 0.250000 1.15007e+14 0.534089 1
7.9445438 385.524902 613.469238 385.366017 613.193078 5.234726 0.250000 2.26283e+14 0.754763 1
2.9202396 406.662598 161.960449 406.681845 162.042658 4.561678 0.250000 1.99736e+14 0.563499 1
12.996271 423.991699 184.050293 423.964316 183.823379 4.829375 0.250000 1.16411e+14 0.822833 1
25.026713 436.750488 230.324707 436.664293 229.847285 5.477294 0.250000 1.95385e+14 0.991107 1
1.1612278 440.749512 448.557129 440.565079 448.609990 6.438573 0.250000 1.36934e+14 1.863900 1
20.558074 444.177246 685.451660 444.478326 685.138725 5.505337 0.250000 2.34287e+14 0.928938 1
1.2286131 457.316895 381.906738 458.136914 382.484699 5.050453 0.250000 1.60158e+14 0.792471 1
1.2067467 457.697754 111.496582 457.716490 111.565738 5.915351 0.250000 3.18586e+14 0.911583 1
1.4473649 533.679199 461.125488 533.185365 460.683585 8.092896 0.250000 2.50437e+14 0.376565 1
4.9270272 558.244629 80.837402 558.311530 81.589561 4.526123 0.250000 1.2804e+14 0.972250 1
41.925366 560.910645 224.421387 560.777864 224.371687 4.715315 0.250000 9.44298e+13 0.434597 1
1.1798521 582.048340 297.927246 582.021189 297.775916 5.097259 0.250000 1.72577e+14 1.125887 1
11.668772 625.275879 128.254395 625.350173 128.444940 4.775338 0.250000 6.83407e+13 2.046031 1
1.2776110 674.597168 496.164551 674.856777 496.995728 4.996958 0.250000 1.30492e+14 0.639289 1
28.447988 674.597168 496.164551 674.441839 495.389721 4.996958 0.250000 9.75347e+13 0.876174 2
1.6193514 682.976074 258.317871 682.496095 258.530989 6.098514 0.250000 1.84653e+14 0.285066 1
17.723031 698.020020 447.224121 697.412839 447.276982 11.534699 0.250000 4.35125e+14 0.984629 1
20.318478 699.353027 58.176270 698.608557 57.936838 9.437157 0.250000 2.50885e+14 0.729389 1
5.2745928 749.816895 118.732910 749.300001 118.787759 5.003505 0.250000 1.519e+14 0.626335 1
4.2861114 756.481934 658.220215 756.431537 657.426882 4.655316 0.250000 2.21539e+14 1.024486 1
1.2001263 770.002441 403.425293 769.955950 403.467461 5.704118 0.250000 2.18061e+14 0.933107 1
2.8307396 7.331543 370.290527 7.495020 370.581123 5.225775 0.500000 1.92288e+14 0.672407 1
15.496063 13.044434 566.623535 13.873080 566.307299 5.057296 0.500000 2.09233e+14 0.772443 1
1.3020706 27.517090 401.140137 27.786721 401.271011 6.780425 0.500000 2.67219e+14 0.569478 1
1.3037966 45.607910 447.985840 45.952140 447.981284 10.179420 0.500000 3.73841e+14 0.567447 1
1.1966031 65.793457 50.939941 65.703298 50.738220 5.018264 0.500000 1.91328e+14 0.962059 1
1.4115403 88.454590 312.971191 89.183642 313.425833 5.212819 0.500000 1.12676e+14 0.420091 1
16.311538 105.212402 69.221191 105.296099 69.227340 6.654863 0.500000 3.14947e+14 0.477414 1
13.499687 108.068848 290.310059 108.039360 290.191970 4.903876 0.500000 1.34096e+14 0.390194 1
29.607752 119.113770 180.241699 119.690998 180.651116 4.710301 0.500000 1.44809e+14 0.438020 1
9.6951286 164.055176 181.193848 163.968481 181.499762 7.111592 0.500000 2.96855e+14 0.754114 1
11.321435 192.810059 5.998535 193.022700 6.427200 5.411851 0.500000 2.63077e+14 0.302456 1
6.3586464 205.759277 160.627441 206.409835 160.667517 9.513211 0.500000 4.0967e+14 0.657461 1
14.343513 242.131348 260.031738 243.033169 260.343720 4.804918 0.500000 1.99876e+14 0.449607 1
7.9426175 277.741699 364.196777 277.939730 364.275604 4.646777 0.500000 1.71837e+14 1.065681 1
19.786562 291.452637 154.724121 291.500825 153.859679 4.942918 0.500000 2.08108e+14 0.651022 1
50.989554 311.066895 507.019043 311.725448 506.577233 5.957284 0.500000 3.35856e+14 0.556871 1
1.1943242 315.637207 356.579590 315.417953 356.740009 6.757604 0.500000 2.57837e+14 0.979304 1
1.2858914 376.765137 675.930176 376.849194 675.614172 5.471625 0.500000 2.04404e+14 0.609511 1
17.787646 388.190918 651.174316 388.256704 651.222761 9.693475 0.500000 3.75492e+14 0.669936 1
8.2314518 607.185059 508.161621 606.543614 508.352516 5.375762 0.500000 1.97605e+14 0.797960 1
3.0244518 36.467285 497.878418 36.805079 497.787434 6.289593 0.750000 2.12741e+14 0.479062 1
1.3184607 85.407715 612.136230 86.061300 612.009076 7.988613 0.750000 3.54607e+14 0.542963 1
17.749949 128.444824 319.064941 127.841223 318.757911 4.562834 0.750000 1.73665e+14 0.367605 1
18.990231 176.433105 227.849121 176.520242 228.071212 4.915345 0.750000 1.69375e+14 0.528778 1
1.3138882 360.007324 516.159668 359.957508 516.458284 6.533348 0.750000 3.12643e+14 0.552688 1
16.387660 414.851074 643.937988 415.257178 644.203548 4.602422 0.750000 1.28147e+14 0.466968 1
28.649602 445.891113 347.819824 445.813658 347.868292 6.007459 0.750000 3.12053e+14 0.787614 1
1.3641446 497.687988 694.782715 497.486354 694.515899 4.741101 0.750000 2.33666e+14 0.462335 1
31.407837 622.038574 521.110840 621.852654 520.910507 6.281026 0.750000 2.29308e+14 0.835299 1
25.508314 683.166504 496.735840 683.065478 496.332711 6.629901 0.750000 3.17856e+14 0.873143 1
1.2755083 756.481934 473.693848 756.092241 473.802406 5.870933 0.750000 2.53915e+14 0.645645 1
42.813847 464.553223 109.211426 464.054739 109.869236 4.923767 1.000000 9.58498e+13 0.911998 1
1.2505475 576.906738 22.946777 576.599382 22.758061 7.462824 1.000000 2.22957e+14 0.715925 1
1.4179377 650.793457 666.218262 650.305481 666.164471 8.375092 1.000000 3.02948e+14 0.402344 1
4.0582995 685.832520 161.579590 685.879755 161.012276 5.340874 1.000000 1.12513e+14 0.227401 1
4.1919820 55.510254 621.276855 55.967342 620.795760 5.752211 1.250000 1.51102e+14 1.830687 1
1.7327500 73.981934 522.062988 74.397179 522.716242 5.823125 1.250000 7.96594e+13 0.243950 1
1.4213104 73.981934 522.062988 74.309822 522.490014 5.823125 1.250000 1.66193e+14 0.397774 2
1.3143897 296.213379 413.327637 296.272075 413.386728 6.699126 1.250000 3.2474e+14 0.551825 1
1.6490396 310.686035 464.934082 311.099880 465.616300 34.395901 1.250000 8.58057e+14 0.273823 1
3.9367658 365.148926 518.635254 365.479923 518.821685 9.208012 1.250000 4.25843e+14 0.554796 1
2.9293524 494.831543 633.273926 494.678353 632.865497 8.838015 1.250000 3.68497e+14 0.557749 1
44.363117 657.268066 85.979004 656.726439 86.723521 4.763329 1.250000 9.63475e+13 0.898588 1
8.4401998 329.919434 194.143066 329.920503 194.199716 9.174919 1.500000 2.88053e+14 0.264186 1
2.8094842 488.928223 95.690918 488.772941 95.715361 4.872149 1.500000 1.82746e+14 0.692930 1
1.4221835 496.545410 625.656738 496.327271 624.995302 7.958164 1.500000 3.5077e+14 0.396529 1
22.466700 613.850098 502.448730 613.132267 501.952618 5.899419 1.500000 7.86596e+13 0.608951 1
22.313813 613.850098 502.448730 613.539441 502.395637 5.899419 1.500000 1.9267e+14 0.680113 2
8.1611885 134.919434 644.128418 134.739534 643.108438 5.196510 1.750000 2.07964e+14 0.335839 1
1.6848230 328.205566 66.364746 329.354212 67.426318 4.565358 1.750000 1.87965e+14 0.265854 1
83.072630 525.109863 625.656738 524.532856 625.249565 6.594712 1.750000 2.4946e+14 0.428716 1
6.8383398 591.760254 532.727051 591.606599 532.470138 11.356896 1.750000 4.98691e+14 0.271272 1
1.5727430 30.754395 35.705566 30.993300 36.111659 9.734037 2.000000 4.55759e+14 0.296365 1
2.7341467 414.660645 701.257324 414.757208 701.333106 6.134204 2.000000 2.23038e+14 0.820084 1
1.2427541 451.223145 554.245605 451.148107 553.711882 6.321852 2.250000 2.06564e+14 0.748200 1
4.8116146 584.904785 213.757324 584.757407 212.649847 4.705086 2.250000 2.39694e+14 0.512175 1
1.2547693 13.806152 144.440918 14.270099 145.845174 5.198671 3.000000 1.11886e+14 0.700690 1
3.5157964 18.757324 97.404785 19.102201 97.503905 6.120003 3.000000 2.74517e+14 0.296518 1
7.6973708 480.930176 567.385254 481.178859 566.959391 5.817152 3.000000 1.79067e+14 0.391669 1
5.4883582 31.135254 12.473145 30.800639 12.994021 5.031229 0.250000 1.82771e+14 0.322899 1
2.6754637 65.222168 50.749512 65.703298 50.738220 5.452504 0.250000 1.91328e+14 0.962059 1
14.258948 85.788574 612.326660 86.061300 612.009076 7.309913 0.250000 3.54607e+14 0.542963 1
19.484530 124.636230 36.848145 124.974724 37.078080 4.990615 0.250000 1.42841e+14 0.608369 1
139.09882 140.441895 264.602051 140.348516 265.060388 5.606348 0.250000 1.51339e+14 0.889376 1
1.2410973 163.864746 181.384277 163.968481 181.499762 6.428259 0.250000 2.96855e+14 0.754114 1
14.267730 190.715332 665.646973 190.997036 665.731541 5.072691 0.250000 2.21239e+14 1.350818 1
15.148450 192.238770 317.731934 192.906482 317.725983 4.574113 0.250000 9.87396e+13 1.522876 1
17.977268 207.473145 627.180176 207.312307 627.066969 4.878603 0.250000 1.24102e+14 1.162678 1
1.1607407 247.272949 733.630371 247.408984 733.161782 5.007464 0.250000 1.29025e+14 2.105705 1
15.523691 274.504395 590.998535 274.769815 590.908481 5.168929 0.250000 1.82392e+14 0.981230 1
17.674929 312.971191 89.216309 312.882183 89.987041 5.407438 0.250000 2.0266e+14 1.152226 1
1.3027918 317.160645 121.779785 317.211181 121.980304 4.907058 0.250000 2.31206e+14 0.568968 1
27.527662 340.964355 731.345215 341.284311 731.272641 4.556762 0.250000 1.90547e+14 0.756775 1
2.7022946 377.145996 698.020020 377.045760 697.639021 6.921850 0.250000 3.21123e+14 0.903963 1
12.860986 406.472168 161.579590 406.681845 162.042658 5.685364 0.250000 1.99736e+14 0.563499 1
13.590835 440.368652 448.557129 440.565079 448.609990 4.656906 0.250000 1.36934e+14 1.863900 1
21.650339 444.367676 685.261230 444.478326 685.138725 6.400421 0.250000 2.34287e+14 0.928938 1
2.7542480 445.510254 348.200684 445.813658 347.868292 7.022421 0.250000 3.12053e+14 0.787614 1
18.371156 457.507324 508.732910 457.569065 508.742534 5.572538 0.250000 1.42482e+14 0.774497 1
1.2555971 465.314941 391.809082 464.832405 391.298697 5.671201 0.250000 6.49151e+13 0.698049 1
2.7666257 465.314941 391.809082 465.612441 392.429699 5.671201 0.250000 1.19145e+14 0.769761 2
2.9292572 494.641113 633.273926 494.678353 632.865497 9.582126 0.250000 3.68497e+14 0.557749 1
19.713759 530.441895 315.637207 530.144953 314.990509 5.200413 0.250000 1.01259e+14 0.371475 1
5.2183960 533.679199 460.935059 533.185365 460.683585 5.397078 0.250000 2.50437e+14 0.376565 1
1.3314309 554.626465 282.883301 554.489501 283.136099 5.058316 0.250000 2.21362e+14 0.518863 1
1.1949596 558.625488 81.218262 558.311530 81.589561 4.567599 0.250000 1.2804e+14 0.972250 1
57.335218 589.665527 309.353027 589.680777 309.326155 4.700944 0.250000 1.33333e+14 0.870943 1
2.9904727 593.854980 648.127441 594.292141 648.111355 4.906932 0.250000 9.32866e+13 0.507446 1
1.2382975 595.378418 474.455566 595.049536 474.771198 5.116089 0.250000 1.43687e+14 0.764573 1
19.120675 619.562988 114.924316 619.881595 115.055458 4.581707 0.250000 1.398e+14 1.208133 1
12.987000 619.562988 337.346191 619.836359 337.527067 5.067208 0.250000 1.13121e+14 1.113773 1
21.175065 638.986816 246.701660 638.490844 246.965942 4.577517 0.250000 1.38702e+14 0.556978 1
1.4081136 668.693848 597.282715 667.954538 596.889535 6.436214 0.250000 1.79979e+14 0.426515 1
12.963848 670.217285 310.876465 669.976319 310.831554 5.433370 0.250000 2.03731e+14 1.150552 1
1.2093608 681.262207 380.383301 680.540657 380.437208 4.800803 0.250000 1.09438e+14 0.902437 1
14.353983 697.829590 447.033691 697.412839 447.276982 13.179982 0.250000 4.35125e+14 0.984629 1
4.5001978 699.353027 57.985840 698.608557 57.936838 7.077487 0.250000 2.50885e+14 0.729389 1
2.8520385 756.291504 473.884277 756.092241 473.802406 5.047973 0.250000 2.53915e+14 0.645645 1
70.063938 762.385254 137.585449 761.879797 137.322121 5.339173 0.250000 1.85529e+14 0.723037 1
2.7507969 204.997559 485.690918 205.242174 485.805845 8.496738 0.500000 2.88218e+14 0.788640 1
3.0718903 242.512207 260.412598 243.033169 260.343720 6.429520 0.500000 1.99876e+14 0.449607 1
1.2533182 278.312988 651.745605 278.760307 651.549597 4.654160 0.500000 1.65315e+14 0.704347 1
60.405637 283.645020 10.568848 283.979271 10.700040 5.396401 0.500000 2.09515e+14 0.868279 1
1.3107232 311.257324 506.828613 311.725448 506.577233 6.409931 0.500000 3.35856e+14 0.556871 1
1.3137507 359.436035 516.350098 359.957508 516.458284 7.540359 0.500000 3.12643e+14 0.552688 1
13.292961 375.812988 577.478027 376.690076 577.389554 4.594693 0.500000 8.15878e+13 0.654831 1
1.2670838 388.190918 651.364746 388.256704 651.222761 7.989296 0.500000 3.75492e+14 0.669936 1
1.2066895 457.507324 111.496582 457.716490 111.565738 7.006927 0.500000 3.18586e+14 0.911583 1
8.5400062 525.109863 625.847168 524.532856 625.249565 7.121994 0.500000 2.4946e+14 0.428716 1
20.033864 536.916504 263.269043 537.244502 263.104137 5.153603 0.500000 9.25596e+13 1.298801 1
