xrayoffset peak_xpix peak_ypix cluster_xpix cluster_ypix SN coresize M500c redshift nmatch
1.3152043 296.403809 413.327637 296.272075 413.386728 6.303525 0.500000 3.2474e+14 0.551825 1
3.7974064 329.919434 193.952637 329.920503 194.199716 8.682024 0.500000 2.88053e+14 0.264186 1
17.712429 381.145020 115.305176 381.650872 115.818304 7.627274 0.500000 3.13583e+14 0.994386 1
23.832989 406.853027 161.770020 406.681845 162.042658 4.739624 0.500000 1.99736e+14 0.563499 1
19.707472 444.558105 685.451660 444.478326 685.138725 7.204892 0.500000 2.34287e+14 0.928938 1
16.937024 516.159668 386.857910 516.569027 386.368330 4.772764 0.500000 1.83879e+14 0.336066 1
1.1989665 560.339355 75.695801 559.706930 76.046098 5.962669 0.500000 1.82313e+14 0.942118 1
17.494671 622.038574 520.920410 621.852654 520.910507 7.014455 0.500000 2.29308e+14 0.835299 1
45.452079 682.785645 258.317871 682.496095 258.530989 5.553892 0.500000 1.84653e+14 0.285066 1
24.838304 695.354004 599.948730 695.162505 599.653881 4.594568 0.500000 1.77365e+14 1.085647 1
15.920784 714.016113 537.487793 713.943354 536.844349 4.879860 0.500000 1.44091e+14 1.080879 1
1.3018062 718.205566 573.098145 717.784073 573.273464 5.295087 0.500000 2.15685e+14 0.572199 1
7.7738168 744.484863 247.463379 743.890700 247.568101 6.380288 0.500000 2.12173e+14 0.876682 1
1.2406899 214.899902 266.125488 214.957087 266.078276 7.673896 0.750000 2.70979e+14 0.754854 1
21.797304 376.955566 698.020020 377.045760 697.639021 8.659052 0.750000 3.21123e+14 0.903963 1
2.8886309 557.863770 745.246582 557.988600 744.644144 4.629063 0.750000 2.27322e+14 0.592630 1
7.0777328 360.007324 516.350098 359.957508 516.458284 5.539017 1.000000 3.12643e+14 0.552688 1
1.1642514 403.425293 681.262207 403.882445 681.015662 4.786797 1.000000 1.31335e+14 1.570803 1
29.021496 582.619629 297.927246 582.021189 297.775916 4.825657 1.000000 1.72577e+14 1.125887 1
5.8502238 650.412598 666.218262 650.305481 666.164471 6.463608 1.000000 3.02948e+14 0.402344 1
199.45410 677.263184 111.115723 676.715512 111.037675 4.833890 1.000000 1.7985e+14 0.736185 1
3.4234124 739.914551 716.491699 739.586645 716.163236 5.600074 1.000000 2.09445e+14 0.319106 1
1.6539308 310.876465 464.934082 311.099880 465.616300 32.847168 1.250000 8.58057e+14 0.273823 1
17.268730 365.339355 518.825684 365.479923 518.821685 9.659186 1.250000 4.25843e+14 0.554796 1
53.515236 388.190918 651.364746 388.256704 651.222761 10.040706 1.250000 3.75492e+14 0.669936 1
88.390421 192.810059 6.188965 193.022700 6.427200 6.286343 1.500000 2.63077e+14 0.302456 1
117.45494 591.760254 532.536621 591.606599 532.470138 13.130447 1.500000 4.98691e+14 0.271272 1
17.718308 27.517090 401.140137 27.786721 401.271011 5.990551 1.750000 2.67219e+14 0.569478 1
5.6874645 30.754395 35.895996 30.993300 36.111659 12.697931 1.750000 4.55759e+14 0.296365 1
1.4238321 496.354980 625.656738 496.327271 624.995302 9.082750 1.750000 3.5077e+14 0.396529 1
5.0545137 132.634277 382.858887 132.579719 382.761603 4.513558 2.250000 1.91328e+14 0.808540 1
16.063566 101.022949 353.151855 102.470164 353.407862 4.579385 3.000000 7.93374e+13 0.621488 1
1.2227444 239.465332 388.000488 237.906235 389.309692 4.846810 3.000000 8.61525e+13 0.822106 1
33.431256 343.630371 681.071777 343.534622 680.411178 5.225839 3.000000 1.67833e+14 0.453717 1
5.6686843 613.659668 244.797363 613.601042 245.569729 4.651164 3.000000 8.70526e+13 0.297043 1
6.1734665 613.659668 244.797363 613.189963 245.531513 4.651164 3.000000 6.6905e+13 0.777815 2
33.753613 733.059082 205.568848 733.905137 206.709357 5.078240 3.000000 5.43311e+13 0.703011 1
1.3534206 36.657715 497.878418 36.805079 497.787434 4.579695 0.250000 2.12741e+14 0.479062 1
24.671435 65.603027 50.559082 65.703298 50.738220 4.934229 0.250000 1.91328e+14 0.962059 1
47.454460 98.737793 615.373535 99.317404 614.994907 5.388476 0.250000 1.35028e+14 0.538557 1
200.86106 100.642090 507.971191 101.440560 507.780762 4.750659 0.250000 1.44245e+14 0.591069 1
39.794309 118.161621 757.243652 118.737060 757.064102 7.206596 0.250000 3.4723e+14 0.774731 1
8.1943217 163.293457 236.799316 163.604219 236.651217 4.661623 0.250000 2.09343e+14 0.837105 1
4.4766949 163.864746 181.384277 163.968481 181.499762 8.057889 0.250000 2.96855e+14 0.754114 1
18.918461 178.337402 233.752441 178.481945 234.134161 4.594664 0.250000 8.98298e+13 1.275861 1
11.148504 190.715332 599.948730 190.989237 599.908934 5.363529 0.250000 2.06763e+14 0.762660 1
15.221714 204.997559 485.690918 205.242174 485.805845 6.556065 0.250000 2.88218e+14 0.788640 1
2.6117575 219.089355 470.075684 219.284527 469.869679 5.088680 0.250000 1.43299e+14 1.370762 1
1.2577939 226.325684 442.653809 226.760032 442.670267 5.002872 0.250000 1.95037e+14 0.688523 1
9.3881229 242.131348 292.214355 242.445050 292.718394 4.622528 0.250000 1.6016e+14 1.565676 1
29.557636 248.986816 77.790527 249.719338 77.900939 4.688828 0.250000 1.37513e+14 1.379939 1
14.703978 296.213379 413.708496 296.272075 413.386728 6.925127 0.250000 3.2474e+14 0.551825 1
1.3117054 310.876465 506.447754 311.725448 506.577233 6.011922 0.250000 3.35856e+14 0.556871 1
1.2209756 311.447754 111.496582 311.190353 111.607860 4.702893 0.250000 1.28998e+14 0.841235 1
19.120372 328.586426 682.595215 328.631941 682.620134 5.061539 0.250000 1.53394e+14 1.209555 1
1.3142463 359.816895 516.540527 359.957508 516.458284 4.835216 0.250000 3.12643e+14 0.552688 1
2.7344496 414.470215 701.447754 414.757208 701.333106 5.185345 0.250000 2.23038e+14 0.820084 1
8.3328365 416.564941 147.297363 416.455268 147.684418 4.827479 0.250000 1.66825e+14 0.573235 1
12.669722 436.369629 229.753418 436.664293 229.847285 6.660743 0.250000 1.95385e+14 0.991107 1
16.058255 437.131348 129.016113 437.113541 128.962857 5.798429 0.250000 1.63623e+14 1.117089 1
1.2015201 444.748535 685.451660 444.478326 685.138725 7.034471 0.250000 2.34287e+14 0.928938 1
54.034883 458.459473 382.478027 458.136914 382.484699 4.504737 0.250000 1.60158e+14 0.792471 1
2.9306843 494.450684 632.893066 494.678353 632.865497 10.406373 0.250000 3.68497e+14 0.557749 1
17.503399 613.278809 502.258301 613.132267 501.952618 5.274575 0.250000 7.86596e+13 0.608951 1
15.195388 613.278809 502.258301 613.539441 502.395637 5.274575 0.250000 1.9267e+14 0.680113 2
18.490391 621.848145 520.729980 621.852654 520.910507 5.586271 0.250000 2.29308e+14 0.835299 1
19.000063 628.703613 667.932129 629.145656 667.850815 4.806693 0.250000 1.40073e+14 0.460269 1
15.004172 677.072754 110.734863 676.715512 111.037675 5.360365 0.250000 1.7985e+14 0.736185 1
9.0859692 692.878418 89.025879 693.228918 88.227362 5.118576 0.250000 7.88799e+13 1.749210 1
11.780465 699.353027 58.176270 698.608557 57.936838 7.780188 0.250000 2.50885e+14 0.729389 1
41.438504 744.675293 247.653809 743.890700 247.568101 5.731064 0.250000 2.12173e+14 0.876682 1
13.150361 770.764160 602.233887 771.100202 603.028150 5.217976 0.250000 9.67558e+13 0.769933 1
3.9074931 27.707520 400.949707 27.786721 401.271011 7.339761 0.500000 2.67219e+14 0.569478 1
1.3045096 45.607910 448.366699 45.952140 447.981284 7.875548 0.500000 3.73841e+14 0.567447 1
50.147857 85.788574 612.136230 86.061300 612.009076 10.266418 0.500000 3.54607e+14 0.542963 1
2.7893406 94.738770 417.136230 95.152981 417.653357 4.558052 0.500000 1.1523e+14 0.732624 1
2.6829478 190.715332 547.009277 190.675675 547.329884 5.435494 0.500000 1.78003e+14 0.936015 1
1.5600585 192.619629 5.998535 193.022700 6.427200 5.648386 0.500000 2.63077e+14 0.302456 1
2.8463015 205.949707 160.627441 206.409835 160.667517 10.186854 0.500000 4.0967e+14 0.657461 1
8.6826871 214.709473 266.125488 214.957087 266.078276 5.371185 0.500000 2.70979e+14 0.754854 1
4.2674648 220.612793 488.356934 220.633923 487.655979 4.838946 0.500000 2.02285e+14 1.078343 1
8.2495936 313.161621 89.597168 312.882183 89.987041 5.941623 0.500000 2.0266e+14 1.152226 1
1.1945657 315.827637 356.770020 315.417953 356.740009 5.692635 0.500000 2.57837e+14 0.979304 1
12.190625 344.201660 240.417480 344.157051 241.157278 4.726048 0.500000 1.31335e+14 0.535105 1
13.517263 377.336426 698.020020 377.045760 697.639021 9.088600 0.500000 3.21123e+14 0.903963 1
2.6638056 381.525879 115.495605 381.650872 115.818304 6.647157 0.500000 3.13583e+14 0.994386 1
73.009272 396.569824 548.723145 396.327370 548.824357 5.787109 0.500000 2.38048e+14 0.586370 1
5.6294963 497.307129 694.782715 497.486354 694.515899 7.115042 0.500000 2.33666e+14 0.462335 1
2.9927383 570.432129 656.315918 571.002906 656.019766 4.701125 0.500000 1.67362e+14 0.501922 1
18.929012 576.716309 22.565918 576.599382 22.758061 4.724764 0.500000 2.22957e+14 0.715925 1
17.395469 682.976074 496.735840 683.065478 496.332711 6.983177 0.500000 3.17856e+14 0.873143 1
7.2538712 697.829590 447.033691 697.412839 447.276982 11.079556 0.500000 4.35125e+14 0.984629 1
2.6169476 753.054199 251.652832 752.757722 251.977437 4.514086 0.500000 6.39199e+13 1.299565 1
34.167477 44.465332 585.095215 44.755620 585.540558 4.884076 0.750000 1.15721e+14 0.619375 1
27.385602 242.512207 260.603027 243.033169 260.343720 6.085467 0.750000 1.99876e+14 0.449607 1
11.385424 329.729004 193.952637 329.920503 194.199716 8.664465 0.750000 2.88053e+14 0.264186 1
1.2680273 388.190918 651.364746 388.256704 651.222761 10.685748 0.750000 3.75492e+14 0.669936 1
1.3389376 419.421387 164.245605 419.739064 164.399818 6.358745 0.750000 2.01077e+14 0.498512 1
1.2322569 445.510254 348.010254 445.813658 347.868292 5.155206 0.750000 3.12053e+14 0.787614 1
2.6990530 457.888184 111.306152 457.716490 111.565738 5.660976 0.750000 3.18586e+14 0.911583 1
8.5474347 524.919434 625.847168 524.532856 625.249565 7.917027 0.750000 2.4946e+14 0.428716 1
133.85438 533.869629 460.935059 533.185365 460.683585 7.394837 0.750000 2.50437e+14 0.376565 1
1.4113916 563.195801 229.182129 562.830051 229.440111 5.692708 0.750000 1.43735e+14 0.420997 1
15.322843 670.407715 310.876465 669.976319 310.831554 6.581604 0.750000 2.03731e+14 1.150552 1
1.1703794 145.964355 492.165527 146.875556 492.779031 4.653689 1.000000 1.37338e+14 1.298935 1
1.3034595 317.351074 121.589355 317.211181 121.980304 5.840776 1.000000 2.31206e+14 0.568968 1
1.4085700 668.312988 596.711426 667.954538 596.889535 5.256680 1.000000 1.79979e+14 0.426515 1
12.626250 80.075684 660.124512 80.226898 659.885452 4.823326 1.250000 1.78071e+14 1.033544 1
28.116062 310.686035 464.934082 311.099880 465.616300 31.611309 1.250000 8.58057e+14 0.273823 1
2.6338242 481.691895 585.476074 481.589938 584.790974 4.948932 1.250000 1.55536e+14 1.159807 1
1.4237295 496.354980 625.466309 496.327271 624.995302 9.697396 1.250000 3.5077e+14 0.396529 1
24.801038 498.068848 4.665527 497.860751 4.912440 4.931737 1.250000 1.37582e+14 0.615998 1
9.0851045 650.412598 666.027832 650.305481 666.164471 7.150468 1.250000 3.02948e+14 0.402344 1
10.098355 30.563965 35.895996 30.993300 36.111659 10.902338 1.500000 4.55759e+14 0.296365 1
1.3561252 105.212402 68.649902 105.296099 69.227340 6.531924 1.500000 3.14947e+14 0.477414 1
17.961765 223.278809 585.095215 223.394340 584.979730 5.142108 1.500000 7.77301e+13 0.960941 1
1.4127914 355.056152 610.993652 355.158969 610.764170 5.034651 1.500000 1.80006e+14 0.419924 1
4.4705029 556.911621 27.707520 556.635321 28.854541 4.606801 1.500000 1.27381e+14 0.756131 1
9.7398839 757.053223 657.839355 758.055489 657.391037 4.621636 1.500000 6.91453e+13 0.504853 1
2.6581899 757.053223 657.839355 756.431537 657.426882 4.621636 1.500000 2.21539e+14 1.024486 2
2.6442080 757.053223 657.839355 757.760639 658.691268 4.621636 1.500000 7.2012e+13 1.092696 3
13.979082 134.729004 643.937988 134.739534 643.108438 4.906507 1.750000 2.07964e+14 0.335839 1
6.4741091 592.521973 202.712402 592.583946 204.012889 4.864544 1.750000 1.10632e+14 0.298239 1
15.800648 633.845215 527.966309 632.891997 528.594318 4.899165 1.750000 1.62374e+14 0.336223 1
24.601881 125.017090 36.086426 124.974724 37.078080 4.786595 2.000000 1.42841e+14 0.608369 1
1.4128573 244.797363 150.534668 245.306888 149.875440 4.967727 2.000000 1.84499e+14 0.415799 1
6.8679068 591.569824 532.536621 591.606599 532.470138 10.029600 2.000000 4.98691e+14 0.271272 1
4.5651834 136.442871 363.244629 136.359605 363.274848 6.956180 2.250000 2.27014e+14 0.203675 1
1.3127565 364.958496 518.825684 365.479923 518.821685 10.804864 2.250000 4.25843e+14 0.554796 1
9.1827034 770.764160 295.261230 770.332671 295.121570 5.087059 2.250000 1.44621e+14 1.194228 1
13.023629 202.141113 335.822754 202.183793 336.530217 5.484442 2.500000 1.74339e+14 1.067942 1
3.6285825 7.902832 106.926270 7.818720 108.718742 4.838960 3.000000 7.94198e+13 0.284864 1
4.3236278 7.902832 106.926270 9.171240 106.299179 4.838960 3.000000 1.27928e+14 0.379807 2
4.0514917 153.200684 527.966309 152.493895 528.091185 4.795872 3.000000 1.71396e+14 0.483325 1
5.3256025 402.663574 681.643066 402.862186 680.395557 4.823802 3.000000 1.15664e+14 0.592685 1
45.642259 402.663574 681.643066 403.882445 681.015662 4.823802 3.000000 1.31335e+14 1.570803 2
2.9527660 507.971191 610.422363 507.945342 610.027091 4.704187 3.000000 1.14667e+14 0.541426 1
1.5018647 518.063965 428.752441 518.550221 428.934503 4.700631 3.000000 2.66798e+14 0.338114 1
2.7937237 762.194824 136.633301 761.879797 137.322121 5.825347 3.000000 1.85529e+14 0.723037 1
4.5651188 7.712402 370.480957 7.495020 370.581123 5.067655 0.250000 1.92288e+14 0.672407 1
5.6934508 19.138184 410.471191 19.312020 410.360355 4.843725 0.250000 2.00495e+14 0.445582 1
20.295415 19.709473 656.887207 19.537441 657.031424 4.828080 0.250000 1.71722e+14 0.696209 1
1.2670140 31.896973 612.517090 32.144581 611.980205 4.654773 0.250000 7.70567e+13 0.670081 1
21.635227 85.788574 612.326660 86.061300 612.009076 6.589697 0.250000 3.54607e+14 0.542963 1
23.264719 94.929199 565.290527 95.128799 565.234784 6.352304 0.250000 2.31348e+14 0.764975 1
16.767252 135.871582 570.812988 136.095962 570.414788 4.919111 0.250000 1.44833e+14 1.271908 1
60.974266 138.537598 255.461426 139.254185 255.466377 5.080879 0.250000 1.11303e+14 0.891285 1
3.7246940 164.055176 181.384277 163.968481 181.499762 8.820184 0.250000 2.96855e+14 0.754114 1
1.1808485 187.287598 61.032715 187.690622 61.924982 5.237360 0.250000 1.3513e+14 1.106186 1
3.5068232 190.524902 666.027832 190.997036 665.731541 4.670753 0.250000 2.21239e+14 1.350818 1
1.2727206 205.759277 160.627441 206.409835 160.667517 8.412827 0.250000 4.0967e+14 0.657461 1
11.019012 218.898926 469.694824 219.284527 469.869679 4.624063 0.250000 1.43299e+14 1.370762 1
13.052497 249.748535 77.600098 249.719338 77.900939 5.103635 0.250000 1.37513e+14 1.379939 1
100.19966 317.541504 121.589355 317.211181 121.980304 5.153054 0.250000 2.31206e+14 0.568968 1
23.981997 359.816895 516.540527 359.957508 516.458284 6.895754 0.250000 3.12643e+14 0.552688 1
1.2951335 396.188965 548.723145 396.327370 548.824357 5.329682 0.250000 2.38048e+14 0.586370 1
6.1130435 423.610840 184.050293 423.964316 183.823379 6.644104 0.250000 1.16411e+14 0.822833 1
1.1805895 436.940918 128.635254 437.113541 128.962857 5.400799 0.250000 1.63623e+14 1.117089 1
18.763846 440.559082 448.747559 440.565079 448.609990 6.204466 0.250000 1.36934e+14 1.863900 1
1.2321688 445.510254 348.010254 445.813658 347.868292 6.260679 0.250000 3.12053e+14 0.787614 1
4.3520822 457.507324 111.306152 457.716490 111.565738 6.899361 0.250000 3.18586e+14 0.911583 1
1.2351813 479.406738 667.170410 479.912939 666.923400 4.840904 0.250000 2.29874e+14 0.776501 1
42.055699 497.497559 694.782715 497.486354 694.515899 7.031142 0.250000 2.33666e+14 0.462335 1
18.601231 498.068848 594.616699 497.787434 593.927879 5.235707 0.250000 1.91331e+14 0.391046 1
6.5661374 532.346191 349.724121 532.408490 350.252754 5.000240 0.250000 1.66515e+14 0.553571 1
1.5610520 540.915527 591.569824 540.909716 590.893697 4.623849 0.250000 1.12753e+14 0.302188 1
11.440843 614.230957 244.797363 613.601042 245.569729 4.617894 0.250000 8.70526e+13 0.297043 1
1.2218789 622.038574 520.920410 621.852654 520.910507 5.057190 0.250000 2.29308e+14 0.835299 1
13.795660 670.217285 310.876465 669.976319 310.831554 6.460821 0.250000 2.03731e+14 1.150552 1
5.8531185 672.502441 386.667480 672.050357 386.423702 4.890156 0.250000 1.15303e+14 1.278647 1
6.0745436 683.356934 496.545410 683.065478 496.332711 6.435554 0.250000 3.17856e+14 0.873143 1
11.511768 698.972168 58.366699 698.608557 57.936838 6.927700 0.250000 2.50885e+14 0.729389 1
1.1658828 698.972168 58.366699 698.588287 58.790941 6.927700 0.250000 7.25694e+13 1.414606 2
6.8718743 755.910645 473.884277 756.092241 473.802406 4.529022 0.250000 2.53915e+14 0.645645 1
16.325734 769.812012 403.806152 769.955950 403.467461 4.644660 0.250000 2.18061e+14 0.933107 1
12.287683 27.707520 401.140137 27.786721 401.271011 6.698389 0.500000 2.67219e+14 0.569478 1
3.9131500 45.607910 448.366699 45.952140 447.981284 7.731581 0.500000 3.73841e+14 0.567447 1
18.861337 118.542480 757.053223 118.737060 757.064102 6.245440 0.500000 3.4723e+14 0.774731 1
6.4613240 190.144043 546.818848 190.675675 547.329884 6.438346 0.500000 1.78003e+14 0.936015 1
17.734509 191.096191 599.758301 190.989237 599.908934 5.435302 0.500000 2.06763e+14 0.762660 1
23.241292 244.416504 620.134277 244.476176 619.961142 5.106316 0.500000 1.36648e+14 0.770979 1
3.0495211 288.596191 765.241699 289.507148 765.665145 5.402176 0.500000 1.4093e+14 0.463634 1
8.3617579 315.637207 356.579590 315.417953 356.740009 5.610201 0.500000 2.57837e+14 0.979304 1
27.827613 330.109863 194.333496 329.920503 194.199716 10.931198 0.500000 2.88053e+14 0.264186 1
27.596347 377.336426 698.020020 377.045760 697.639021 6.887320 0.500000 3.21123e+14 0.903963 1
1.1912742 381.525879 115.686035 381.650872 115.818304 7.045674 0.500000 3.13583e+14 0.994386 1
11.688806 388.190918 651.364746 388.256704 651.222761 8.130531 0.500000 3.75492e+14 0.669936 1
8.0732446 425.895996 7.902832 426.084380 8.236800 5.595675 0.500000 2.15746e+14 0.921839 1
31.845677 613.850098 502.829590 613.539441 502.395637 5.655282 0.500000 1.9267e+14 0.680113 1
1.3289497 693.259277 67.888184 692.733597 68.342819 5.588840 0.500000 1.56668e+14 0.521541 1
1.1925145 697.829590 447.033691 697.412839 447.276982 10.790205 0.500000 4.35125e+14 0.984629 1
1.5160921 134.538574 643.557129 134.739534 643.108438 4.734125 0.750000 2.07964e+14 0.335839 1
20.329761 163.103027 236.608887 163.604219 236.651217 4.737633 0.750000 2.09343e+14 0.837105 1
1.2403542 214.709473 266.887207 214.957087 266.078276 4.753064 0.750000 2.70979e+14 0.754854 1
1.3116706 311.066895 506.828613 311.725448 506.577233 5.189370 0.750000 3.35856e+14 0.556871 1
2.6350827 313.161621 89.216309 312.882183 89.987041 4.666754 0.750000 2.0266e+14 1.152226 1
17.034141 319.636230 453.508301 320.025412 453.454556 5.183384 0.750000 9.94326e+13 0.705190 1
1.2013817 444.367676 685.642090 444.478326 685.138725 5.976645 0.750000 2.34287e+14 0.928938 1
1.3105238 494.450684 633.083496 494.678353 632.865497 8.738600 0.750000 3.68497e+14 0.557749 1
2.6226106 535.773926 314.304199 535.872488 314.056073 4.733193 0.750000 1.10613e+14 1.237096 1
63.182717 590.236816 309.733887 589.680777 309.326155 4.510404 0.750000 1.33333e+14 0.870943 1
7.0941803 650.412598 666.027832 650.305481 666.164471 7.553742 0.750000 3.02948e+14 0.402344 1
12.238627 752.673340 311.638184 752.622013 311.992194 5.345793 0.750000 1.35666e+14 0.579369 1
114.59070 13.425293 566.242676 13.873080 566.307299 5.005650 1.000000 2.09233e+14 0.772443 1
14.622956 128.063965 318.493652 127.841223 318.757911 6.231909 1.000000 1.73665e+14 0.367605 1
1.5599965 192.810059 5.808105 193.022700 6.427200 6.117989 1.000000 2.63077e+14 0.302456 1
14.818331 204.997559 485.881348 205.242174 485.805845 5.087442 1.000000 2.88218e+14 0.788640 1
5.6656173 242.702637 260.412598 243.033169 260.343720 6.762448 1.000000 1.99876e+14 0.449607 1
7.9996584 295.832520 413.137207 296.272075 413.386728 6.543154 1.000000 3.2474e+14 0.551825 1
10.931786 104.831543 68.649902 105.296099 69.227340 5.393020 1.250000 3.14947e+14 0.477414 1
5.9628171 310.876465 464.934082 311.099880 465.616300 34.110687 1.250000 8.58057e+14 0.273823 1
30.758215 365.339355 519.016113 365.479923 518.821685 9.359317 1.250000 4.25843e+14 0.554796 1
14.524352 385.524902 613.659668 385.366017 613.193078 5.305824 1.250000 2.26283e+14 0.754763 1
4.4667258 485.119629 500.925293 485.263753 501.454972 4.534668 1.250000 1.52386e+14 0.761114 1
1.4237089 496.164551 625.275879 496.327271 624.995302 10.231541 1.250000 3.5077e+14 0.396529 1
2.7322449 579.382324 722.585449 578.808339 722.397762 4.869650 1.250000 1.55223e+14 0.833770 1
1.9395363 632.893066 691.354980 633.071408 690.789038 6.059612 1.250000 9.96437e+13 0.200208 1
25.469069 30.944824 35.705566 30.993300 36.111659 9.428324 1.500000 4.55759e+14 0.296365 1
24.539989 136.442871 363.435059 136.359605 363.274848 6.124373 1.750000 2.27014e+14 0.203675 1
52.615940 682.595215 258.508301 682.496095 258.530989 5.187518 1.750000 1.84653e+14 0.285066 1
14.157157 770.764160 295.261230 770.332671 295.121570 4.700003 1.750000 1.44621e+14 1.194228 1
3.8477993 135.109863 136.252441 135.518757 136.473474 5.143150 2.000000 1.08697e+14 0.620350 1
6.0047665 591.569824 532.536621 591.606599 532.470138 11.641787 2.000000 4.98691e+14 0.271272 1
4.6734255 45.798340 7.902832 46.012980 7.264920 5.785674 2.250000 8.39449e+13 0.583212 1
7.0518299 54.558105 621.086426 54.596879 619.851190 5.114219 2.250000 6.76171e+13 0.208947 1
1.1627962 54.558105 621.086426 55.967342 620.795760 5.114219 2.250000 1.51102e+14 1.830687 2
